 DÉCADA 2010-2019,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-13-46-1,El secreto del alcohol,"El secreto del alcohol nos enseña que el proceso de alcoholización, ademas de ser complejo y multifacético, juega un importante papel en nuestra sociedad y está presente en múltiples momentos de vida diaria y ritual de los mexicanos con efectos individuales y sociales diversos. ",Dr. Eduardo Menéndez (antropólogo); Dr. Armando Barriguete (psicoanalista); Dr. Armando Cravioto Capra. Dr. Jorge Escotto; Dra. Lucelly Rodríguez Capra; Alberto Bojórquez (director de cine); Ricardo Moura (guionista); Carlos González Morantes (director de cine); Fernando Gou (experto en comunicación),"Hospital general de México, pulquería ""La Gloria""; Villa de Guadalupe, Mixquic, Cantina El Trópico, restaurante La Góndola",,documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-46-2,La calle de los niños,"La calle de los niños nos confronta con la dolorosa situación de la vida de un segmento de la población infantil mexicana con orígenes sociales siempre vinculados a la pobreza y el desamor, que ha construido su espacio vital en las calles de la gran ciudad desarrollando modos culturales distintivos como respuesta a las agreciones de una sociedad profundamente injusta y desigual. ","Jorge (Psicólogo- FINCA); Elena Azaola (Antropóloga CIESAS); Luis Leñero (sociologo); Juan Martín Pérez (Psicólogo, El caracol A.C);  José Vallejo (abogado, Fundación Renacimiento)","Fundación Renacimiento, Fideicomiso para el niño de la calle (FINCA), Casa Alianza, El Caracol, A.C., Reintegra comunidad; Reintegra menores infractores, Centro Cultural Comunitario",1999-2000,Documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,
MXIM-AV-1-13-46-3,El yalcalteco nunca se acaba,"El yalalteco nunca se acaba, basado en las investigaciones de María Bertely, narra diversas experiencias de hombres y mujeres que salieron de Yalalá, estado de Oaxaca, buscando una mejor calidad de vida en la Ciudad de México. En el proceso migratorio y  la construcción de una nueva vida, la cultura original zapoteca se puso a prueba; la mayor escolaridad y la tradición se amalgamaron para producir una nueva indianidad que, sobre todo, entre jóvenes yalaltencos nacidos en la capital, proponen prácticas singulares.","Dra. María Bertely (Investigadora del CIESAS), Gerardo Molina (Integrante del Grupo Oaxaqueño), Marjone Thacker (psicóloga), Fedderico Besserer (prof. Investigador UAM Iztapalapa), (Raúl Chimil Ventura  (Integrante del Grupo Oaxaqueño), Segismundo Matías y Mónica Fabián (Grupo de Danza XENIL), Producción radiofónica Unión Mixteca Ñuuviko A.C","Yalalag, Oaxaca, Cuautepec, Ciudad de México, Chicago, Illinois, E.U. ","1949, 2000",,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-46-4,Camaristas. Autorretratos indígenas,"Bajo la dirección de Carlota Duarte, en 1992 comenzó un proyecto fotográfico concebido como proyecto educativo para el pueblo indígena de los altos Chiapas, que con el tiempo se convirtió en el Archivo Fotográfico Indígena con sede en San Cristóbal de Las Casas. Mujeres y hombres, fotógrafos indígenas de varias etnias mayas que participan en el proyecto, dialogan- entre ellos con sus cámaras, con su entorno- y permiten un acercamiento con sus visiones del mundo y la manera en que lo captan para mostrarlo, docuementarlo, recrearlo, comprenderlo. La técnica fotográfica aquí es utilizada para ver lo que nos se ve.","Carlota Duarte, Xunca López, Juana López, Petul Hernández, Maruch Sántiz, Emiliano Guzmán, Juana López, Genaro Sántiz",Chiapas,1992,,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,Contiene fotografías
MXIM-AV-1-13-46-5,Artes y oficios mexicanos,"El programa de Artes y oficios mexicanos, basado en las investigaciones de Victoria Novelo, documenta la riqueza de la producción artesanal mexicana, en cuanto a destreza, productos y propuestas estéticas de larga tradición. Muestra también los caminos que siguen los objetos de acuerdo con las formas culturales de consumo, así como la reflexión de los artesanos sobre su propia condición y su contradictoria existencia como productores en un mundo que tan pronto los maltrata como los admira. ","Victoria Novelo (antropóloga social), Oscar Ibarra (coleccionista), Joaquín Mendoza (artesano), José Bernabé (maestro alfarero), Sr. Juan Anguiano","Instituto de la Artesania Jaliciense, Museo Regional de Guadalajara, Vidrios del Sol, Tonalá, Jal.",,,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,Contiene fotografías
MXIM-AV-1-13-46-6,Historias de gente grande,"Historias de gente grande se basa en las investigaciones de Felipe Vázquez Palacios y su equipo en el estado de Veracruz y nos acerca a la vida cotidiana de quienes la sociedad los considera ""viejos"". Los testimonios de esos hombres y mujeres nos enseña que el proceso de envejecer es una construcción que relaciona la biología con la vida laboral, familiar y social y las posibilidades  materiales y espirituales. Hacerse viejo en México conlleva dificultades y abandones sociales, especialmente para la gran mayoría de pobres, y va de la mano con los cambios en los patrones culturales donde el respeto y el prestigio de los viejos están en retirada. Ante la falta de solidaridad social, y en ocasiones familiar, los viejos han inventado estrategias de vida, mientras esperan la muerte, que se tejen con lo religioso pero también lo lúdico. ","Victoria Vela, Moises Valderábano, Marta Parra, Colnto Morales, Esperanza González, Guadalupe Contreras, Guadalupe Malpica, Adrián Rodríguez, Irene Campos",Veracruz,,,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,Contiene fotografías
MXIM-AV-1-13-46-7,"Lacandona, medio siglo de años","Lacandona, medio siglo de sueños, basado en las investigaciones de Jan de Vos, nos introduce a la compleja, dramática y ritualizada cotidianidad de diversos conjuntos de habitantes de una selva que se está perdiendo y que ha inspirado los sueños de muchos de los que buscan una vida mejor para ellos y para la selva. Los protagonistas soñadores pertenecen a diversas etnias que, expulsados por las fincas, la pobreza o la represión, emprendieron la epopeya de la colonización, construyendo siempre con fe religiosa, caminos de adaptación, organización y, en el caso de los zapatistas, de rebelión.","Jan de Vos ( Juan el zorro), Porfirio Encino (secretario de pueblos indios), Carlos Hernández, Catalina Álvarez, Magadalena Diego, Magdalena Pastor, Marta Baltasar",Chiapas,,,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,Contiene fotografías
MXIM-AV-1-13-46-8,Mexicanerías. Construyendo el México típico,"Mexicanerías. Construyendo el México típico se basa en la investigación de Ricardo Pérez Montfort sobre el nacionalismo cultural y la creación de estereotipos en la construcción posrevolucionaria de una cultura oficial. La pretención de imponer una cultura hegemónica y homogeneizadora, por una parte generó una identidad cultural hacia afuera y hacia adentro que busca definir al mexicano típico, seleccionado y a menudo simplificado y falsificando diversas manifestaciones de las culturas populares. En el proceso tomaron parte escritores, viajeros, artistas plásticos y fundamentalmente el sistema educativo y los medios de comunicación. Junto a los mexicanos estereotipado, la realidad cultural de México propone una riqueza heterogénea en constante creación y recreación.","Ricardo Pérez Montfort, Pablo Dueñas, Diego Rivera, Clemente Orozco, Carlos Mérica, Gonzalez Camarena, Miguel Covarrubias, Jorge Negrete, Manuel Gamio, Alfonso Caso, Gabriela Mistral, Dr. Atl,  Octavio Paz, Marisol Limón, Benjamín Muratalla, Marco Antonio Silva, ""El indio"" Fernández, Pedro Armendáriz, Dolores del Río, María Félix, Jesús Flores y Escalante","México: Ciudad de México: zócalo, catedral. Chiapas. Chapala. ",,,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,Contiene fotografías
MXIM-AV-1-13-46-9,Trabajo de campo en tiempos violentos,"Trabajo de campo en tiempos violentos, toca un tema trágico en la vida de México que desde luego afecta a la población en general. Sin embargo, para los profesionales que han hecho del ""trabajo de campo"" su técnica de aproximación a la realidad, la actual ""guerra del narco"" ha tenido efectos profundos en las maneras de estudiar los procesos sociales y de convivir con las personas, especialmente en aquellos lugares de la república donde la violencia ha desbordado y superado los límites imaginables. La ciencia social se pregunta ahora cómo desarrollarse, en investigación y en docencia, en tiempos violentos.","Juan Luis Sariego, Séverine Durin, María Eugenia de la O Martínez, Gabriel Ascencio Franco, Marco Antonio Calderón Mólgora, Luis Vázquez León",México:  Jalisco: Guadalajara. Chihuahua,2006,Documental,Antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,Contiene fotografías
MXIM-AV-1-13-47,Passados Presentes,"Passados Presentes, es un documental sobre la memoria de los descendientes de esclavos en una finca de la familia Souza Breves, ubicada al sur de Río de Janeiro. Es una historia poco difundida sobre la esclavitud, el tráfico ilegal de personas; así como las experiencia en cautiverio y el proceso de abolición de sus antepasados. El jongo, la tradición oral y el patrimonio cultural se convierten en rasgos de identidad para apoyar las luchas más amplias contra el racismo y para asegurar la propiedad colectiva de tierras. El documental fue realizado por la Universidade Federal Fluminense, a través de Laboratorio de História Oral e Imagem (LABHOI/UFF) y del Núcleo de Pesquisa em História Cultural (NUPECH / UFF)","Manuel Morais (Lider do Comunidade de Quilombo de Sta Rita do Bracuí), Benedito Seixas, Geraldo Romầo, José Adriano, Marilda de Souza, Adelaide Aparecida, Francisco Guillherme, Maria das Graças Silveira dos Santos (Gracinha) , Maria de Fátima Silveira Silveira dos Santos (Fatinha) ","Quilombo de Sta Rita do Bracuí, Fazenda do Grataú, Ilha da Cunhambebe","1852, 1986, 2005",,Documental,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,"Pinheira: Sobre Pinheiral, sobre os entrevistados, Sobre as propiedades da familia Souza Breves, Sobre o reconhecimento do Jongo do sudeste como patrimõnio inmaterial do Brasil.  Arrozal: Sobre Arrozal, Entrevista concedida pelo senhor Edgard ao LABHOI UFF em 2007.  Bracuí: Sobre Bracuí, sobre os entrevistados, Documento histórico sobre comércio ilegal de calivos, Legislaçấo que reconhece o direito à terra aos remanescentes de Quilombo."
MXIM-AV-1-13-48,Sobre Rieles,"Por medio de la recuperación de testimonios de las esposas de los ferrocarrileros, se da cuenta de la importancia y el alcance que tuvo el movimiento de Demetrio Vallejo dentro de la lucha obrera nacional.
De igual forma esta lucha decantaría el antecedente para el desmantelamiento de la industria nacional ferrocarrilera que en 1997 deja de operar y se privatiza.
Un interesante documental que deja huella de los testimonios de las mujeres que participaron en el movimiento obrero y la importancia dentro del núcleo familiar.","Elvira Calleja Cabrera, Micaela Estrada Uribe, Salvador Zarco Flores, Demetrio Vallejo, Carolina Velázquez Várgas, Edelmira Estudillo, Juana Flores, María Luisa Valdivieso, Guillermo Velasco, María Barrientos, Josefa Casanova, Lourdes Sánchez Quezada, Leticia Cruz Alta, Juana Peña Román, Magdalena Alta Corta, Minerva Reséndiz","México: Atlixco, Lechería, Tlalnepantla, Xalostoc, Cárdenas San Luis Potosí, Matías Romero, Salina Cruz, Cuernavaca, Ajusco","1958, 26 de junio de 1958, 28 de marzo de 1959, 12 de abril de 1959, 1980, 1994, 17 de agosto de 1997",,"Documental, testimonial","Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",MASTER ORIGINAL,DVD,
MXIM-AV-1-13-49,Las Mujeres Sistemales,"Es un documental que presenta testimonios de las esposas de los trabajadores que integraban las cuadrillas sistemales. Tales cuadrillas fueron creadas el 12 de mayo de 1942, 170 cuadrillas de 25 personas cada una, que se encargaba de labores  de rehabilitación y mantenimiento de las vías ferroviarias. ","Ignacia Bernal Solís, Filiberta Martínez Reyes, Teresa Millán Flores, María Paula Delgadillo, María Contreras Leija,  Esperanza Guerra López, Pilar Hernández Romero, Paula Balderas Luna","México: Veracruz, Coatzacoálcos, Médias Aguas, Coatotolapa, San Andréz Tuxtla; Puebla:  Oriental, Matías Romer, Cholula; Chihuahua: Jiménez; Mérida; Tapachula; Apantaco; Coahuila: Gómez Farías;   Aguascalientes, San Antonio Tepezalá; Moctezuma; Venta Salada; Tecamachalco; Tonalá; Zacatecas, La Colorada; Durango; Tlaxcala",5/22/1942,,"Documental, testimonial","Testimonios orales, música de epoca, registros fílmicos, fotografías","Narración en off, conducción, intertítulos, gráficos, animación",MASTER ORIGINAL,DVD,
