 DÉCADA 1990-1999,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-11-93,Lumiere et Compagnie (Los hermanos Lumiere y Compañía),,"Auguste y Louis  Lumière, Gabriel axel, theo angelopoulos, Vicente Aranda, Merzak Allouache, John Boorman, Bigas Luna, Youssef Chahine, alain Corneau, Costa Gavras, Raymond Depardon, Francis Girod, Peter Greenaway, Michael Haneke, Lasse Hallström, Hugh Hudson, Idrissa Ovedraogo, Jame Ivory, Ismael Merchant, Gastón Kabone, Abbas Kiarostami, Cedric Klapisch, Andreï Koncha Iovsky, David Lynch, Patrice Leconte, Louis Lumiére, Claude Lelouch, claude Miller, Lucian Pintilie, arthur Penn, Jacques Rivette, Jerry Schatzberg, spike Lee, Helma Sanders, Fernando trueba, Nadine Trintignant, Liv Ullmann, Jaco Van Dormael, Regis Wargnier, Wim wendeeers, Zhang Yimou, Kiju Yoshida","Francia: La Ciotat, París, Versalles. Viena. España: Zaragoza, Barcelona. Auberville. Bruselas. Japón: Hiroshima. China.  Estocolmo. Rumania. Dublín. Locarno. Ouagadougou. El Cairo. Estados Unidos: Nueva York, Brooklyn. Alemania: Munich. Grecia: Atenas.  ","1895, 1995",Pelicula documental,,"Fotografías, registros fílmicos, testimonios videorales, grabación de campo, entrevistas","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-94,Serie 18 lustros de la vida en México en este siglo,,,,,Pelicula documental,,"Fotografías, registros fílmicos, testimonios videorales","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-94-1,Y vino el remolino 1910-1914,,"Porfirio Díaz, Francisco I. Madero, Emiliano Zapata, Venustiano Carranza, Francisco León de la Barra Benito Juárez Maza, Indalecio Noriega, Pascual Orozco, González Salas, Victoriano Huerta, Hermanos Alva, Justo Sierra, Félix Díaz, Pino Suárez, Álvaro Obregón, Cesáreo Castro, Lucio Blanco, Pablo González, Eulalio Gutiérrez,  ","México: Ciudad de México: monumento a los niños Héroes, Ángel de la Independencia, Hemiciclo a Juárez, Palacio de Justicia (posteriormente Monumento a la Revolución), Panteón francés. Morelos. Oaxaca. Guanajuato. Ciudad Juárez. Veracruz. Torreón. España.","15 de septiembre de 1910, mayo, 7, 12  de junio, 6, 25  de noviembre de 1911, enero, 27 de febrero de 1912, febrero, 16 de marzo, 1 mayo de 1913, 21 de abril, 15, 29 de julio, 5 de noviembre  de 1914 ",Pelicula documental,,"Fotografías, registros fílmicos, testimonios videorales","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-94-2,Se está volviendo gobierno 1915-1919,,"Porfirio Díaz, Francisco I. Madero, Emiliano Zapata, Francisco Villa, Eulalio Gutiérrez, Venustiano Carranza, Álvaro Obregón,  Chaplin, Pablo González, Salvador Alvarado, José Clemente Orozco, Francisco Vázquez Gómez, Ernesto Bollard, Enrique Rosas, Amado Nervo","México: Ciudad de México: Castillo de chapultepec, Catedral, Teatro Abreu. Aguascalientes. Veracruz. Querétaro: Teatro Iturbide. Morelos: Cuernavaca, Chinameca. Cohauila. Yucatán. Rusia. ","noviembre de 1914, abril 1915, 5 de enero, marzo, 17 de noviembre, diciembre  de 1916, enero, 5, 19 de febrero, 26 de abril 1917, 11 de noviembre de 1918, 10 de abril, mayo 1919",Pelicula documental,,"Registros fílmicos, fotografías, dibujos, documentos, pinturas, música de época, ficción, hemerografía","Incidentales, narración en off, conducción, puesta en escena",,,
MXIM-AV-1-11-95,"Los orígenes de la cinematografía científica, vol. 2","La paciente labor de investigación, acopio y restauración de materiales se concreta en tres documentales cinematográficos, donde Virgilio Tosi demuestra la tesis central de su libro, había Cine antes de Lumière.","Eardweard Muybridge, Etienne Jules Marey, Albert Mount, Hippolyte Sebert, Ottomar Anschutz, Georges Demeny, Lucien Bull,  Pierre Nogues, Wilhelm Pfeffer, Julius Ries, Jean Comandon, Osvaldo Polimanti, Gheorge Marinescu, Alejandro Posadas, Eugène-Louis Doyen, Ernst von Bergmann, Camillo Negro, John Macintyre, M.J. Carvallo, Jean Comandon, André Lomon, Carl Cranz, Ludwig Münch, Félix Regnault, Alfred Cort Haddon, Baldwin Spencer,  Augustín Krämer, Rudolf Pöch, ","Francis: París. Italia: Nápoles, Roma. Alemania: Berlín, Turín. Bucarest. Argentina: Buenos Aires. Inglaterra: Londres. Australia. Hamburgo. Milanesia, Micronesia.","1883, 1892, 1889, 1887, 1892, 1886, 1891, 1900, 1902, 1904, 1910, 1912, 1908, 1909, 1905, 1898, 1970,  1971, 1898,  1897, 1911, 1895, 1987",Pelicula documental,,"Fotografías, registros fílmicos, documentos, hemerografía","Narración en off, conducción, animación, gráficos",,,
MXIM-AV-1-11-96,Lyrical Nitrate,"Durante los primeros años del cine, el stock fílmico estaba hecho de nitrato (una sustancia muy inestable que se consume con facilidad, o se descompone con el simple polvo. Aún así, las imágenes registradas en este frágil stock tenían una nitidez y riqueza visual increíbles, a menudo reforzadas con tinta. El realizador y restaurador Peter Delpeut ha armado fragmentos de este material de nitrato que datan de los años 1905 a 1915. Aunque ""Lyrical Nitrate"" no nos narra una historia en el sentido tradicional de la palabra, nos acerca a una historia casi olvidada de un cine que alcanzó la gloria cuando comenzaba a entrar al mundo del arte. ",,,,Pelicula documental,,"Ficción, documentales, registros fílmicos","Narración en off, conducción, animación",,VHS,
MXIM-AV-1-11-97," Ávila Camacho, el general caballero","El elegido de Cárdenas, Ávila Camacho representó un ideal de moderación y unión después de décadas de lucha armada. Nacido en el rico estado de Veracruz, mostró una preferencia instintiva por la negociación y el compromiso, y rechazó la efusión de sangre. Su hermano Maximino macho tiránico, sangriento, tolerado por el hermano, es el lado oscuro de la herencia familiar.","Adolfo Orive Alba, Manuel Ávila Camacho, Soledad orozco  García, Manuel Talamás Camandari,  Jean Meyer,  Salvador Abascal, Daniel Cosío Villegas, Concepción Acevedo de la Llata, José de León, Valentín Campa, Lázaro Cárdenas, Juan Sánchez Navarro, Fidel Velázquez,  Vicente Lombardo Toledano, José Vasconcelos, Jaime Torres Bodet,  Alfonso Corona del Rosal,  Manuel Gómez Morín, Adolfo de la Huerta, Plutarco Elías Calles, Emilio Portes Gil, Pascual Ortiz Rubio, Abelardo L. Rodriguez, Justo Fernández, Antonio Ortiz Mena, Octavio S. Mondragón, José Vasconcelos, Diego Rivera, José Clemente Orozco, Carlos Chávez, Antonio Caso, Ignacio Chávez, Alfonso Reyes, Jesús Silva Herzog, Manuel Enríquez, William Jenkings, Maximino Ávila Camacho, Emilio ""El Indio"" Fernández, Jorge Negrete, Emilio Azcárraga Vidaurreta, Porfirio Díaz, Marco Antonio Muñoz,  Marco A. Flores Orozco, Miguel Alemán","México: Ciudad de México: Bellas Artes, cine Alameda, Catedral, Palacio Nacional. Chihuahua.  Baja California: colonia María Auxilidora.","1940, 1925, 1934, 1942, 1928, 1970, 1944, diciembre de 1945, 1939, 22 de mayo, 11 de septiembre  de 1942, 1929, 8 de abril de 1943, 1934, 1946, 1944, 1950, 1946",Pelicula documental,,"Noticieros fílmicos, testimonios videorales, registros fílmicos, fotografía, hemerografía, dibujos, cartografía, pinturas, música de época, entrevistas, música en off, ficción ","Narración en off, conducción, animación, gráficos ",,,
MXIM-AV-1-11-98,Mãos á obra em Brasília,"En la serie ""Abrigos de la memoria en la Villa Planalto-DF"" fue editado el primer documental ""Cadê Brasília que construimos?"", en 1993. El segundo documental histórico-videográfico de esta serie, ""Maois à obra em Brasilia"", también es el resultado del curso Imágen e Investigación Histórica, a través del cual se desarrolla una inevstigación en cuatro semestres, dedicada a la práctica metodológica que articula memoria, historia oral, cultura, imagen y ciudadanía. Testimonios e imágenes reconstruyen el pasado, por parte de los habitantes de este patrimonio histórico, con sus priyectos y sueños para el futuro.",,,,Pelicula documental,,"Registros fílmicos, fotografía","Narración en off, conducción, animación, gráficos ",,VHS,
MXIM-AV-1-11-99,"Marcos, Marcos…","En 1994, al comienzo del levantamiento del Ejército Zapatista de Liberación Nacional, Oscar Menéndez realizó este film en que nos presenta una visión histórica de la situación de los indígenas mexicanos. La obra está dividida en cuatro Katunes o tiempos que nos llevan desde el Popol Vuh, la conquista, la época colonial, los tarahumaras, los náhuas de Guerrero, la situación socioeconómica y de salud de los habitantes del sur de México y una referencia al México Bárbaro de John Kenneth Turner, por la geografía del mundo indígena. En esta obra está presente la lucha por la democracia del Ejército Zapatista de Liberación Nacional reseñada por su representante, el sub comandante insurgente Marcos, con su ya legendario comunicado De que nos tienen que perdonar así como con uno de los textos de más alto simbolismo: Carta a un niño de Baja California. Por su sentido humanístico y social, esta obra está dedicada a la memoria del pensador mexicano Guillermo Bonfil Batalla autor de México Profundo, en cuyo espíritu está inspirada la película. A once años de haberse realizado el levantamiento zapatista que cambió en muchos aspectos a la sociedad mexicana, la condición del mundo indígena no ha variado en las imágenes que se presentan en esta obra.","John Kenneth Turner, Sub Comandante Insurgente Marcos, Guillermo Bonfil Batalla","Guerrero, Chiapas, México",1994-1995,Pelicula documental,,"Documentales, registros fílmicos, fotografías, hemerografía, documentos, testimonios orales, testimonios videorales, grabación de campo, entrevistas","Narración en off, conducción, animación, gráficos ",,DVD,
MXIM-AV-1-11-100,Matilde Landeta,,,,,Pelicula documental,,"Documentales, fotografías, pinturas, música de época, registros fonográficos, grabación de campo","Narración en off, conducción, animación, gráficos ",,VHS,
MXIM-AV-1-11-101,Memorias de cá e de lá - Paranoá/DF,"Durante la construcción de Brasilia se forjaron relaciones sociales entre nativos de la región de esta capital y trabajadores migrantes que ocuparon y ocupan con sus familias, los espacios a orillas del río Paraná, durante el proceso de edificación del barrio de Paranoá. A través de este documental se construyen las memorias de esos grupos, todavía presente en las relaciones de soildaridad, compadrazgo, conflicto y resistencia. Se trata de los resultados de una práctica metodológica que articula, de modo multidiciplinario, investigación, memoria, historia oral, imágen y construcción de derechos.",,,,Pelicula documental,,"Registros fílmicos, fotografías, testimonios orales, testimonios videorales, noticieros fílmicos, registros videográficos","Narración en off, conducción, animación, gráficos ",,VHS,
MXIM-AV-1-11-102,Memorias de un mexicano,"Este libro-video presenta la historia de la Revolución Mexicana filmada en vivo por Salvador Toscano, pionero del cine mexicano. Podremos revivir uno a uno a los protagonistas de la Revolución Mexicana, del esplendor del Porfiriato al entusiasmo democrático que despertó la candidatura de Francisco I. Madero. La Guerra Civil que siguió a la Decena Trágica; Zapata en el sur, Villa en el norte, la formación del Ejército Constitucionalista con Carranza y la formación de los gobiernos revolucionarios con Obregón y Calles.",,,,Pelicula documental,,"Registros fílmicos, fotografías, música de época, registros fonográficos","Narración en off, conducción, animación, gráficos ",,VHS,
MXIM-AV-1-11-103,Memorias do Mundo,,"Joao Ortiz,  Joao Fernandes da Costa, Luiz Salami, Claudio Klein, Célia Souza Machado, Ari Ribeiro, Carlos Correia de Melo, António Dias de Melo",Brasil. Portugal.,,Pelicula documental,,"Testimonios videorales, fotografías, grabación de campo, música en off, entrevistas","Narración en off, grabación de campo, música en off, animación",,,
MXIM-AV-1-11-104,Memórias em construcao no centro oeste brasileiro. A expedição roncador xingú,"Video con el boceto escrito y aprobado por el Departamento de História da UnB. Aborda la primera ocupación oficial del Centro Oeste, el avance para el oeste, emprendido en los años cuarenta durante el Estado Nuevo. Rescata la memoria de los expedicionarios de Roncador Xingú y funcionarios del centro de Brasil, sujetos de esta historia.",,,,Pelicula documental,,"Documentales, fotografías,  hemerografía, testimonios orales, testimonios videorales, documentos","Narración en off, grabación de campo, música en off, animación",,VHS,
MXIM-AV-1-11-105,"Méliès, el mago del cine","Georges Méliés, según palabras de Edgar Morin, es ""el prestidigitador que metió al cinematógrafo en un sombrero para hacer salir al cine"". Un artista completo: escritor, productor, realizador, actor, escenógrafo, Méliés es el pionero legendario del espectáculo cinematográfico. Desde 1896, exploró todas las posibilidades mágicas de la cámara y construyó en Montreal el primer estudio especializado en el espectáculo cinematográfico. Hechicero, brujo, rey de los trucos y la comedia, hizo surgir de ésta fábrica a más de 500 films, una obra bastante considerable, gobernada por la fantasía y la imaginación.",,,,Pelicula documental,,"Ficción, registros fílmicos, testimonios orales, testimonios videorales, publicidad, música de época, grabación de campo","Narración en off, animación",,VHS,
MXIM-AV-1-11-106,México 68,"Documental que analiza el movimiento estudiantil del 68 como un momento clave en la historia de México. Se hace un recorrido histórico por sus antecedentes y sus consecuencias. Se hace especial énfasis en la manera en que los jóvenes de hoy lo perciben. Se ofrecen, asimismo, testimonios de Oscar Chávez, Heberto Castillo, Hira de Gortari, José Luis Cuevas, Roberto Escudero, entre otros. el conjunto de imágenes es un testimonio vivo de lagrandeza del movimiento estudiantilasí como de la brutalidad criminal que ejerció el gobierno de Díaz Ordaz y su secretario de gobernación Luis Echeverria Álvarez y de la paradoja de un pueblo que lucha por la democracia y un gobierno que lo reprime hasta el genocidio","Luis Echeverría, Ruben Jaramillo, Claudia Rojas, Marisol López M., Patricia Martínez, Saul Panchi, Alberto Hijar, General Luis Cueto Ramírez, José Luis Peguero, Ricardo Vázquez, Gustavo Díaz Ordaz, Leopoldo Ayala, Jaime Sabines, Jose Carlos Becerra, Oscar , Roberto Escudero, Julio Pliego, Raúl Mendiolea Cerecero, Teniente Armando Frías, Víctor Flores Olea, González Pedriero, Pablo González Casanova, Henrique González Casanova, Manuel González Casanova. Manuel , Horacio Perea, Ireri Arellano, Citlali Rosas, Ira de Gortari,Sergio Zermeño, Fausto Trejo, Rogelio García, José Luis Cuevas, Carlos Fuentes, Francisco Icaza, Rodolfo Alcaraz, Alfredo Joskowicz, Heberto Castillo, Carlota Regalado, Federico Emery, Ignacio Plata, Pablo Alvarado, Carlos Martin del campo, Carlos Medina, Rodolfo Echeverria ""Chicali"", Coral Sayas, Obispo Sergio Pérez Arceo, Javier Barros Sierra, Elì de Gortari, Fausto Trejo, Luis Villoro, José Revueltas,Leobardo López Aretche, Luis González de Alba, Raúl Álvarez Garín, Tomás Cabeza de Vaca, José Daide, Ma. Teresa Revueltas, Manuel Figueroa, Sofia Serrano, Saturno Maciel, Oscar Chávez, Amparo Ochoa, Judith Reyes, Monica Trueba Guillen, Pablo Gómez Marcu González, Cornelio Quechonac, ",,1940-1968,Pelicula documental,,"Documental, registros fílmicos, fotografías, pinturas, dibujos, hemerografía, documentos, testimonios orales, testimonios videorales, programas de TV, videoclips, música de época, registros videográficos, registros fonográficos, entrevistas","Puesta en escena, gráficos, narración en off, conducción",,DVD,"Extras: Escenas, contactos"
MXIM-AV-1-11-107,"México, ciudad de ciudades: El Centro Histórico","El arquitecto Jorge Legorreta nos presenta este interesantísimo documental, producido por Canal Once, sobre el inagotable tema de la Ciudad de México, y en esta ocasión nos trae el de la historia de la arquitectura que adorna y ha sido testigo de todos los acontecimentos del Centro histórico, asi como una breve semblanza de quienes continuaron con la realizaron cada edificio y cada monumento a través del tiempo, en la voz de expertos en el campo de la arquitectura, del arte y de la cultura en general.",,,,Pelicula documental,,"Registros fílmicos, fotografías, cartografía","Puesta en escena, gráficos, narración en off, conducción",,VHS,
MXIM-AV-1-11-108,Mi Multi es mi Multi. Historia oral del Multifamiliar Miguel Alemán (1949-1999),"Hoy después de 50 años, tres generaciones de hombres y mujeres recuerdan sus experiencias como habitantes del Multifamiliar Miguel Alemán, primer gran conjunto habitacional de 1 080 departamentos construido en América Latina. El Centro Urbano Presidente Alemán, proyectado por el arquitecto Mario Pani como una ciudad jardín vertical, destaca como un hito de la modernidad en el centro sur de la ciudad de México y, después de medio siglo, sus moradores y vecinos lo adoptan como el ""Multi"".","Arq. Mario Pani, Luis Sánchez, Rosa Laura Aguirre, Alfonso Espinosa de los Monteros, Marbella Santiago, Moisés Jiménez, Blanca Aguirre, Lucía Alegre, Ana Laura Quirasco, Blanca Sáncez de Ramírez, Estelí Ramírez, Sergio Moret, Héctor Ramírez, Volia Brandao, Ana Bertha Mora, Juan Carlos Tello, Alejandra Dorantes, Alejandra Herrera, Lorena Sánchez, Guadalupe Luján, Beatriz Chelala, Alejandro Ortiz, Roberto Luján, Lizbeth Vázquez, Alejandra Necoechea, Toscat Torres, Asdrúbal Trujillo, Francisca Soriano, Imelda Sánchez, Dolores Pérez Lira, Rosaura Gómez, Josefina San Luis, Victoria Mendoza, Elsa López, Concepción Hernández, Rocío Millán, Guillermo Alvelais, Fernando Chacón, Pedro Vázquez, Emilio Hernández, Aldo bautista, ","Ciudad de México, La Ville Radieuse, Marsella",1949-1999,Pelicula documental,,"Ficción, documentales, fotografías, pinturas, animación, noticieros fílmicos, videoclips, entrevistas, grabación de campo","Puesta en escena, animación, incidentales",,VHS,
MXIM-AV-1-11-109,Montoneros: Una historia,"Por primera vez, la verdadera historia de la organización guerrillera que marco los años 70, contada desde adentro, por sus protagonistas. Testimonios vivos de los participantes activos de la resistencia guerrillera durante la dictadura militar argentina que tuvo su mayor auge en la década de los años 70's.",,,,Pelicula documental,,"Fotografías, pinturas, cartografía, programas de TV, publicidad, videoclips","Puesta en escena, animación, incidentales",,VHS,
MXIM-AV-1-11-110,Mother Dao The turtlelike,"Este documental consta únicamente de las imágenes en blanco y negro, que se registran en el momento sin sonido. Se trata de un singular retrato de la vida cotidiana en el holandés de las Indias. Según la leyenda de la isla Nias, la Madre Dao a creado la tierra. A partir de la suciedad de su cuerpo ella ha amasado una pequeña bola. Este fue el mundo. Más tarde ella, se convirtió en un hombre y sin ser embarazada dio a luz a una niña y un niño, las primeras personas. Los habitantes de Nias ven el horizonte como curvas, como la concha de una tortuga. Esa es la razón por la que ellos llaman el creador del mundo, la Madre Dao, la tortuga",,,,Pelicula documental,,"Fotografías, pinturas, cartografía, programas de TV, publicidad, videoclips","Puesta en escena, animación, incidentales",,VHS,
MXIM-AV-1-11-111,Museo Nacional de Culturas Populares a la luz de nuestra diversidad,"Breve reportaje que nos lleva de viaje por todo lo que nos ofrece el Museo Nacional de Culturas Populares, fundado en 1982, y que reúne lo mejor de la investigación y difusión de la cultura popular mexicana. Disciplinas como la antropología, la etnografía o los estudios sobre folclorismo tienen contacto con el público en forma de exposiciones vivas, explicativas, didácticas, y sobre todo, entretenidas con el propósito de captar la atención de la gente y que se interese cada vez más por el conocimiento de la multiculturalidad de la nación mexicana. Todo, al alcance de la mano y para cualquier bolsillo.",,,,,,"Fotografías, pinturas, grabados, programas de TV, videoclips","Puesta en escena, animación, incidentales",,VHS,
MXIM-AV-1-11-112,Díaz Ordaz y el 68,,"Gustavo Díaz Ordaz, Oscar Lewis, Arnaldo Orfila Reynal,, Octavio Paz, Juan Rulfo, Juan José Areola,  César Costa, Roberto Escudero, Fidel Castro, Ernesto ""Che"" Guevara, James Fortson,  Alfredo Díaz Ordaz Borja, Antonio Ortíz Mena, Luis González de Alba, López Mateos, Rolf Mainers,  Pedro Arroyo, Everardo Rodríguez, Luis Echeverría, Javier Barros Sierra, Heberto Castillo, Roberta ""Tita"" Avendaño, José Hernández Toledo, Oriana Falacci, Bert Quint, Octavio Paz, Lázaro Cárdenas","México: Ciudad de México, Palacio de Lecumberri, Hospital 20 de noviembre, Ciudad Universitaria,  zócalo, Avenida Insurgentes, Plaza de las tres cultura, Tlaltelolco. Michoacán: Morelia. Sonora. Cuba.","1 de diciembre de 1964, 1966, 1965, 1962. 1993, 1967, 1958-1959, 27 de noviembre, 25 de diciembre de 1964, 18 de enero, 18 de febrero, 28 de mayo, 6 de septiembre de 1965, 1966, 28 de julio, 22, 27, 28 de  agosto, 1, 13, 18, 24, 30 de septiembre, 2, 3, 12  octubre  de 1968, 1 septiembre 1969, 1970, 12 de abril de 1977, 1979",Pelicula documental,,"Registros fílmicos, fotografías, hemerografía, ficción, testimonios videorales, videoclips, registros  videográficos, dibujos, programas de TV, testimonios orales","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-113,"No me parezco a nadie, La vida de Pedro Infante","La vida y la trágica muerte de la más amada estrella masculina del cine mexicano. Pedro Infante interpretó rancheros cantores y boxeadores urbanos, buenos hijos y heroicos policías de motocicleta. Más que ningún otro actor, él representó la transición del imaginario mexicano rural a los modelos citadinos.","Pedro Armendáriz, Pedro Infante, Guadalupe López, Conchita Infante, Delfino Infante, María Luisa León, Amado Guzmán, Joaquín Pardavé, Manuel Esperón, Jorge Negrete, René Cardona, Ismael Rodriguez, Blanca Estela Pavón, Lupita Torrentera, Abel Salazar, Víctor Manuel Mendoza, Sara García, Marga López, GRaciela Margarita Infante. Pedro Infante Torrentera, Fernando Soler,  Irma Dorantes, Tin Tan, Pedro Vargas, Emilio ""el indio"" Fernández, Gabriel Figueroa, Lupita Infante Torrentera, Irma Infante Dorantes,  Silvia Pinal,  María Félix, Dolores del Río.","México: Sinaloa, Mazatlán.   Ciudad de México: zócalo, catedral, Café Florencia,  Waikiki, Ángel de la Independencia, Hotel Reforma, Cuajimalpa, panteón Jardín. Mérida. Venezuela. Colombia.                                     ","1917, mayo de 1937,  mayo, 19 de junio, agosto de 1939,  1940,  1942, marzo, octubre de 1943, 1944, 1945, 1946, mayo de 1947, febrero de 1948, enero, abril, 22 de mayo de 1949, 26 de septiembre de 1949, 1951, septiembre de 1950, febrero, octubre de 1952, 10 de marzo de 1953, 17 de marzo de 1955, 1956, 15 de abril de 1957",Pelicula documental,,"Registros fílmicos, registros videográficos, grabación de campo, fotografías, películas de ficción, hemerografía","Narración en off, conducción, animación, incidentales, gráficos",,,
MXIM-AV-1-11-114,Altos hornos Zapla,"Entre treinta experiencias presentadas por la Argentina al Programa ""Alianzas para enfrentar la pobreza"" del Banco Mundial, el caso Palpalá fue premiado permitiendo la realización y difusión de este docuemtnal (intertítulos del docuemtnal).","Hilda de Beruvía (esposa de ex-minero), Luis Inojosa (ex-minero), Miguel A. Fanucchi (ex-empleado de Zapla), Norma Mendoza (ex-empleada de Zapla), Roberto Voci (gerente de Aceros Zapla S.A.), Rubén Daza (intendente de Palpalá), Alfredo H. Castro (jefe departamento de tránsito),  Gregorio Zapata (Empresa General Savio SRL), Gabriel A. Tolay (Socio SIGMA GNC), Antonio Valdez (Socio SIGMA GNC), Julio César Pérez (Secretario Cooperativa de Salud), Graciela Romanciotti (Asociada Cooperativa de SAlud), José Garnica (Secretario Cooperativa ACEPAL), Víctor Bernabé (Asociado Cooperativa ACEPAL), Lucrecia Moreno (Asociada cooperativa de Salud), Daniel Tipilo (asociado Cooperativa ACEPAL), Alfredo Simón (Instituto Municipal de Desarrollo), Elsa Pereyra (Secretaria de Gobierno de Palpalá), Graciela Pastrana (docente), Susana Ortega (docente), Eva del CArmen Coronel (microempresaria), Laura Arias Cabo (microempresaria), ",Argentina: Jujuy:  Palpalá,"1945 (Palpalá empieza a crecer  alrededor de una mina de hierro), 1990 (baja la calidad del mineral, se desactiva la mina y se desaloja a las familias de los mineros), 1997 (fecha de realización del docuemntal), 1992 (se privatiza la emporesa minera de Zapla y se realiza un despido masivo). ",Pelicula documental,socioeconómico,"Noticieros fílmicos, testimonios videorales, hemerografía, grabación de campo, entrevistas, fotografías","Intertítulos,  narración en off, conducción, animación",,,
MXIM-AV-1-11-115,O Velho Capoerista. Mestre Joao Pequeño de Pastinha ,"Jôao Pereira dos Santos, el Mestre Jôao Pequenho de Pastinha, a sus 82 años de edad, es el mestre de capoeira más viejo en plena actividad. Heredeo legítimo de las tradiciones africanas, representa un ícono de nuestra cultura y símbolo de la historia de lucha de un pueblo. Este documental es más que un simple registro, es un homenaje a un hombre que simboliza nuestra memoria.",,,,Pelicula documental,,"Fotografías, testimonios orales, testimonios videorales, registros fonográficos","Intertítulos,  narración en off, conducción, animación",,VHS,
MXIM-AV-1-11-116,Otomíes del Valle del Mezquital,"Acercamiento al pueblo hñähñu en fortma de monografía visual que muestra diferentes aspectos de la cosmovisión del otomí: antecedentes históricos, ubicación, medio ambiente, aprovechamiento de los recursos naturales, aspectos económicos, demografía, producxción de pulque, y conceptos mítico-religiosas (fiesta de jueves de Corpus y Día de muertos).",,,,,,"Grabados, hemerografía, entrevista, grabación de campo","Intertítulos,  narración en off, conducción, animación",,VHS,
MXIM-AV-1-11-117,Paixao e Guerra no Sertao de Canudos,"La historia de Canudos es uno de los más bellos pero desconocidos pasajes de la humanidad.  Canudos tenía como lider a Antônio Conselheiro, un beato que a partir de 1871 peregrinó por todo el interior, construyendo iglesias, cementerios, y predicando la palabra, aglutinando en torno a él a un gran número de fieles seguidores. En 1893, el Conselheiro se estableció en el interior de Bahía y creó una comunidad ",,,,Pelicula documental,,"Fotografías, grabados, testimonios orales, testimonios videorales, programas de TV, registros videográficos, registros radiofónicos","Intertítulos,  narración en off, conducción, animación",,VHS,
MXIM-AV-1-11-118,Palacios en peligro. Las salas cinematográficas de la Ciudad de México,"En este video se aborda la problemática de las Salas cinematográficas de la Ciudad de México, construidas durante el periodo de 1930 a 1970 bajo las siguientes perspectivas: su revaloración actual a partir de su valor arquitectónico y social, su problemática de deterioro, abandono, fragmentación y demolición y las alternativas de reutilización bajo la perspectiva de especialistas en el tema.",,,,Pelicula documental,,"Documentales, fotografías, pinturas, cartografía, música de época, registros radiofónicos, entrevistas, grabación de campo","Intertítulos,  narración en off, conducción, animación",,VHS,
MXIM-AV-1-11-119,Palestina do norte o araguaia passa por aqui,"La historia de Canudos es uno de los más bellos pero desconocidos pasajes de la humanidad.  Canudos tenía como lider a Antônio Conselheiro, un beato que a partir de 1871 peregrinó por todo el interior, construyendo iglesias, cementerios, y predicando la palabra, aglutinando en torno a él a un gran número de fieles seguidores. En 1893, el Conselheiro se estableció en el interior de Bahía y creó una comunidad ",,,,Pelicula documental,,"Fotografía, grabados, testimonios orales, testimonios videorales, noticieros fílmicos, registros videográficos, registros radiofónicos","Intertítulos,  narración en off, conducción, animación",,VHS,
MXIM-AV-1-11-120,Photo Wallahs,,,"India: Mussoorie, Delhi",,Pelicula documental,,"Fotografías, testimonios videorales, programas de TV, grabación de campo, entrevistas","Intertítulos,  narración en off, conducción, animación",,,
MXIM-AV-1-11-121,"Polifonias. Paci é saluta, Michel Giacometti","Michel Giacometti, ""O corso que amava Portugal"" nasceu em Ajaccio. Em 1959, chega a Portugal, não voltará a partir. Durante trinta anos vai recolher músicas, contos, histórias e poesias, ditados e adágios, receitas de medicina popular... e assim ele devolve a estes homens e mulheres o orgulho por sua propria cultura. Esse Corso reinventou uma ilha em Portugal, um de um povo, perseguiu uma busca, a das raízes por vezes míticas que todos trazemos no mais fundo de nós mesmos. É neste campo que ""Polifonias-Paci è Saluta, Michel Giacometti"" dá conta dos sinais deste percurso, interrogando a memória viva dos mais velhos e provocando os encontros que irão testemunhar da vivacidade actual da música tradicional em Portugal e na Córsega. É caminhando ao encontro dos cantos polifonicos no Alentejo e na Córsega, depois suscitando um encontro entre cantores alentejanos e corsos, que se irá desenhar o percurso de Giacometti, a memória de dois povos e para além disso as nossa próprias buscas de raízes e de identidade, num tempo em que o que se julgava ser um eco de culturas destinadas a morrer, soa afinal como um apelo, uma interrogação sobre o nosso futuro.Múltiplos caminhos que tecem um filme de estrutura ""polifónica"", em que ninguém perde a sua identidade, antes a reanima no contacto com o outro. Uma viagem de vários itinerários que se cruzam no tempo e no espaço, seguindo um jogo de ressonâncias e correspondências, tal como as vozes de uma polifonia.  http://polifonias-athanor.blogspot.mx/2007/05/sinopse.html","Michel Giacometti, Joaquin António Caranova, Lopes Graca, Michel Rafaelli, Michel Paoli","Portugal: Alentejo, Alvito, Lisboa. Francia: Corsica","1959, 1960. 25 de abril de 1974, 26 de mayo de 1988, septiembre de 1963, 1970, 1969 ",Pelicula documental,,"Testimonios videorales, testimonios orales,  registros fílmicos, música de época, fotografías, grabación de campo, música de época, entrevistas","Narración  en off, conducción",,,
