 DÉCADA 1980-1989,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-10-73,La relieuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, conducción, entrevista",,,
MXIM-AV-1-10-74,La  bistrote,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,"Testimonio videoral, fotografía, pintura","Grabación de campo, voz en off, conducción, entrevista",,,
MXIM-AV-1-10-75,La canneuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, conducción, entrevista",,,
MXIM-AV-1-10-76,La repasseuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, conducción, entrevista",,,
MXIM-AV-1-10-77,La rémouleuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, conducción, entrevista",,,
MXIM-AV-1-10-78,La maítre-verrier,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,"Testimonio videoral, pintura, fotografía","Grabación de campo, voz en off, conducción, entrevista",,,
MXIM-AV-1-10-79,First contact,"Se trata de un documental clásico de confrontación cultural. Cuando Colón y Cortés se aventuraron en el Nuevo Mundo no había ninguna cámara para grabar el drama de este primer encuentro. Pero, en 1930, cuando los hermanos Leahy penetrado en el interior de Nueva Guinea en busca de oro, llevaron una cámara para tomar las escenas de su aventura. Así capturaron en la película la confrontación con miles de habitantes inesperados al parecer estancados en la Edad de Piedra, que no tenían concepto de la vida humana más allá de sus valles. Los papúes dicen cómo pensaban los hombres blancos eran sus antepasados, blanqueados por el sol y que volvían de entre los muertos. Ellos se asombraron con los artefactos de la vida del siglo 20, como latas de hojalata, fonógrafos y aviones. Dan Leahy Describe su temor a ser blanco en inferioridad numérica por la gente con aspecto primitivo con quién no podía comunicarse. Él sintió que tenía que dominar para Su propia sobrevirir y para poder continuar su búsqueda de oro. El Primer Contacto es una de las que la película tiene un público hechizo enlazado inusual. El humor y patetismo se combinan en esta clásica historia del colonialismo, contada por la gente que estaba ahí.","Daniel Leahy, Mick Leahy, James Taylor","Selva de Papua, Nueva Guinea",,Película documental,Etnográfico,"Cartografía, fotografía, testimonios orales","Grabación  de campo, voz en off",,,
MXIM-AV-1-10-80,Después de…,"Heredera del espíritu contrainformativo del cine militante de los años 60, la película convierte en protagonistas a todo tipo de personajes (desde políticos y profesionales de distintos ámbitos hasta ciudadanos de a pie) que expresan sus opiniones acerca de los cambios acaecidos en los años de la Transición española. La inconveniencia de algunos de los testimonios y la sensación de crispación que transmitía la película llevaron a que ésta fuera “secuestrada” por la Administración, impidiendo su estreno hasta noviembre de 1983. (FILMAFFINITY)","Rafael Alberti, Cristina Almeida, Santiago Bautista, Ana Belén, Manuel Carrillo, Emma Cohen, Felipe González, Paco Ibáñez, José de Juanes, Rosa León, Víctor Manuel, Violeta Parra, José Pérez Guerra, Jordi Pujol, Aurora Sacristán, Manuel Vázquez Montalbán.",España,"La Transición española, 20 de noviembre de 1975 -1983",,,,,,,"Audio comentarios, Entevista con los Directores, Galería, Filmografía, Fichas, Dossier de Presnda, Montajes resumen."
MXIM-AV-1-10-81,No se os puede dejar solos,"Heredera del espíritu contrainformativo del cine militante de los años 60, la película convierte en protagonistas a todo tipo de personajes (desde políticos y profesionales de distintos ámbitos hasta ciudadanos de a pie) que expresan sus opiniones acerca de los cambios acaecidos en los años de la Transición española. La inconveniencia de algunos de los testimonios y la sensación de crispación que transmitía la película llevaron a que ésta fuera “secuestrada” por la Administración, impidiendo su estreno hasta noviembre de 1983. (FILMAFFINITY)","Rafael Alberti, Cristina Almeida, Santiago Bautista, Ana Belén, Manuel Carrillo, Emma Cohen, Felipe González, Paco Ibáñez, José de Juanes, Rosa León, Víctor Manuel, Violeta Parra, José Pérez Guerra, Jordi Pujol, Aurora Sacristán, Manuel Vázquez Montalbán.",España,"La Transición española, 20 de noviembre de 1975 -1983",,,,,,,"Audio comentarios, Entevista con los Directores, Galería, Filmografía, Fichas, Dossier de Presnda, Montajes resumen."
MXIM-AV-1-10-82,Atado y bien atado,"Documental que fue censurado cuando se estrenó. Las dos partes del documental se sitúan en la llamada Transición española y están compuestas exclusivamente de imágenes de la época. En esta segunda parte, ""Atado y bien atado"", interviene, además del pueblo, los líderes políticos más destacados del momento y entran a debate temas como las autonomías recién establecidas, el surgimiento del neofranquismo, la incorporación de España a Europa, el terrorismo y la escala de la violencia, la crisis del Centro, etc..., terminando con la posibilidad involucionista por parte del Ejército.","Rafael Alberti, Cristina Almeida, Santiago Bautista, Ana Belén, Manuel Carrillo, Emma Cohen, Felipe González, Paco Ibáñez, José de Juanes, Rosa León, Víctor Manuel, Violeta Parra, José Pérez Guerra, Jordi Pujol, Aurora Sacristán, Manuel Vázquez Montalbán.",España,"La Transición española, 20 de noviembre de 1975 -1983",,,,,,,"Audio comentarios, Entevista con los Directores, Galería, Filmografía, Fichas, Dossier de Presnda, Montajes resumen."
MXIM-AV-1-10-83,La isla de las flores,"Documental que muestra de forma satírica la cruda realidad de la sociedad brasileña de la época, la falta de conciencia, la miseria que lleva a la degradación del ser humano. Considerado uno de los cortometrajes documentales más importantes de la historia, ganador en Berlín y en otros festivales. (Fuente: FILMAFFINITY)",,"Brasil, Isla de las flores, Porto Alegre",1989,Película documental,,"Puesta en escena, animación, fotografía","Voz en off, grabaciones de campo",,,
MXIM-AV-1-10-84,Corresponsales de guerra I y II,"Los corresponsales de guerra enmarcan en sus cámaras acontecimientos sociales-políticos en los que la sangre, los gestos de sufrimiento, los espacios destruidos son parte del relato, en este documental los corresponsales se auto reconocen a partir de todo su trabajo y experiencia. Primer capítulo:  He ahí la historia de la revolución cubana, que se dio con la intención de sacar del poder al dictador Fulgencio Batista en 1959 así como la llegada del nuevo líder, Fidel Castro. También cuentan la invasión de los yanquis a Vietnam en 1968. Segundo capítulo: La guerra entre Camboya y Vietnam  que culminó en la invasión vietnamita de la Kampuchea Democrática al mando del general Văn Tiến Dũng; continuando  en 1980 el bombardeo al castillo de Beaufort y todas sus implicaciones; Por otra parte las fuerzas organizadas por los movimientos de liberación de las antiguas colonias portuguesas de Angola Guinea Bissau, Guinea-Bisáu y Mozambique entre los años 1961 y 1975.","Capitulo 1.- Bernabé Miñiz (Camarógrafo ICRT), René Rodriguez (Presidente ICAP), Julio Simoneau (Director de fotografía ICAIC),  Roberto Velásquez (Sub-director ECITV-FAR), Fidel Castro, Batista, Segundo cápitulo: José M. Martinez Carmona (director de fotografía EC-ICRT); José Ramón González(Director Cinematografico EC-ICRT); Mario Martin (sonidista EC-ICRT); Diego Rodríguez Arche (Director Cinematográfico EC-ICRT); René Rodriguez (Presidente ICAP),  comandante libanés Saad Haddad. Marcelo Caetano, Cabral"," Primer capítulo: Habana, Giron, Vietnam Palestina, Guinea Bissau; Kampuchea, Libano","Primer capítulo: 1956-1959, Segundo, Octubre de 1980",Cortometraje documental,,"Testimonio video oral, Fotografía, registros videograficos, hemerografía","Grabaciones de campo, entrevistas, voz en off, documentos, música de época",,,Tres copias
MXIM-AV-1-10-85,Corresponsales de guerra III y IV,"Los corresponsales de guerra enmarcan en sus cámaras acontecimientos sociales-políticos en los que la sangre, los gestos de sufrimiento, los espacios destruidos son parte del relato, en este documental los corresponsales se auto reconocen a partir de todo su trabajo y experiencia. Tercer capítulo: Cuarto capítulo",,,,Película documental,,,,,,
MXIM-AV-1-10-86,The Social Life of Small Urban Space (La socialización en los pequeños espacios urbanos),"Esta película de gran influencia en la arquitectura y los círculos de planificación de William H. Whyte analiza los éxitos y fracasos de los espacios urbanos. Observando el orden natural de los espacios y la forma de moverse a través de ellas, Whyte ofrece una crítica intuitiva de los espacios urbanos y las formas de las que estos espacios se pueden mejorar. (FILMAFFINITY)",,Nueva York,,Película documental,,"Registros videográficos, cartografía","Grabaciones de campo, voz en off",,,
MXIM-AV-1-10-87,San Clemente,"Raymond Depardon lleva su cámara hasta un centro de salud psiquiátrico en San Clemente, cerca de Venecia, construido en la época donde la única opción que además daba la sociedad a los enfermos mentales era el encierro. Rodado poco antes del cierre definitivo del centro y coincidiendo con el carnaval, el largometraje muestra los lazos que se crean entre médicos, pacientes y familiares.",,,,,,,,,,
