 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-147,Passos de oeiras,"A  Procissao de nosso Senhor dos Passos ocorre na semana anterior à  Paixao de Cristo. Numa via sacra em estilo português, os fiéis reviviem os passos do Bom Jesus rumo ao Calvário. Muitos deles pagam promessas. Carregam exvotos, cruzes, vestem-se de roxo ou percorrem as ruas com os pés descalcos.","Julica de Albuquerque, Isabel do Espirito Santo, José de Helena, María do Espírito Santo Rêgo, Anatália Nascimento, Francisco Rêgo, Tiana Tapety, ","Brasil: Oeiras, Piauí",,Documental,,"Testimonios orales, testimonios videorales, grabación de campo, entrevistas","Intertítulos, musicalización,  narración en off",,,
MXIM-AV-1-12-148,  XV Años en Zaachila,"Documental sobre el festejo de quince años de la joven Nashieli, narrado desde la perspectiva de la protagonista, su familia y amigos de la comunidad. Los 15 años coinciden con el festejo de las celebraciones de la Guelaguetza.","Nashieli Aragón (quinceañera), Angélica Vázquez, Ramiro aragón, Elizeth Aragón, Iván Aragón, Francisco Toledo, Guillermo Olguín, José Villalobos, Fernando Andreacci","México, Oaxaca, Zaachila",2001-2002,Documental,,"Testimonios videorales, fotografías, grabación de campo, testimonios orales, entrevistas",Narración en off,,,
MXIM-AV-1-12-149,"Pedro Lascurain, el presidente relámpago","Documental que narra la vida de Pedro Lascurain Paredes, quién ocupó la presidencia durante escasos minutos para declinar a favor de Victoriano Huerta. Personaje con luces y sombras, considerado como traidor por los funestos resultados de su negociación por la vida del presidente Francisco I. Madero y el vicepresidente José María Pino Suárez. Se aborda la realidad social y política del país desde principios del siglo XX, analizando los conflictos sociales por las diferencias existentes, y los primeros brotes de la Revolución Mexicana. ","Pedro Lascurain, Francisco I. Madero. Victoriano Huerta, Porfirio Díaz, Dr. Arnaldo Córdova (politólogo e historiador, UNAM), Dra. Eugenia Meyer  (historiadora, UNAM), Francisco León de la Barra, José María Pino Suárez, Dra. Josefina MacGregor (Historiadora, UNAM), Bernardo Reyes, Félix Díaz, Emiliano Zapata, Pascual Orozco,  Pedro Lascurain Icaza (oadre de Pedro Lascuráin), Ángeles Paredes (madre de Pedro Lascurain), Agustín Rodríguez (jurista), Mtro. Jaime del Arenal (Secretario académico Escuela Libre de Derecho), Manuel Calero (secretario de Relaciones Exteriores en gobierno de Madero), Henry Lane Wilson (embajador de Estados Unidos en México), Gustavo Madero (hermano de Francisco I. Madero), ","México: Ciudad de México, Castillo de Chapultepec, Palacio Nacional, Plateros, La Ciudadela","septiembre-noviembre  1910, 1913, 12 mayo 1858 (nace Pedro Lascuráin), 1880 (graduación Pedro Lascuráin), 1890 (muere el padre de Pedro Lascurain), 1912 (Pedro Lasccurain es nombrado Ministro de Relaciones Exteriores), 9-23  febrero 1913 (Decena trágica) ",Documental,,"Testimonios videorales, fotografías, hemerografía, documentos, registros fílmicos, pinturas, entrevistas, dibujos, cartografía","Musicalización, narración en off, puesta en escena, conducción, incidentales, gráficos",,,
MXIM-AV-1-12-150,Piqueteras,Video sobre la participación de las muejres en la lucha argentina contra las privatizaciones y el neoliberalismo que sumió  a ese país en una de sus peores crisis económicas.,"Raúl Alfonsín (presidente de Argentina, 1983-1989), Carlos Menem (presidente de Argentina, 1989-1999), Ruti, Mariela, Yolanda, La Virgen, Vicenta, Nora, Norma, alicia, María (piqueteras)","Argentina: General Mosconi, Jujuy, Ledesma","1976, 1983 (fin de la dictadura militar) ",Documental,,"Testimonios orales, testimonios videorales, grabación de campo, fotografías, entrevistas, hemerografía, cartografía","Narración en off, grabación de campo, musicalización",,,
MXIM-AV-1-12-151,Polissons & Galipettes,"Golfos y picardías (de antaño) es un documento histórico de gran valor. Se trata de una serie de cortos eróticos rodados a principios del siglo XX y montados en una pieza de 69 minutos de duración. Estas piezas amenizaban la espera de los burgueses que acudían a los burdeles, a la vez que servían de educación sexual para sus hijos adolescentes.",,,,Documental,,,,,VHS,
MXIM-AV-1-12-152,Poses do 19,Documental sobre las posiciones que se adopataban a finales del siglo XIX para las fotografías en Brasil. Hace una suerte de comparativo entre las posturas entre hombres y mujeres para las tarjetas de visitas y las fotografias que tenían un sentido mas relajado o lúdico.,"Augusto de Acevedo (fotógrafo), ",Brasil: Sao Paulo,1862-1885 (retratos realizos por Augusto entre estas fechas),Documental,,Fotografías,"Intertítulos, incidentales, musicalización, animación","Contiene 2 versiones. Una de 4´51"" y otra de 9´49""",,
MXIM-AV-1-12-153,Power Trip,"AES, compañía norteamericana proveedora de energía a nivel mundial, ha adquirido la moribunda generadora de electricidad de Tbilisi, capital de la exrepública soviética de Georgia, al gobierno del lugar. Bajo el régimen comunista, el costo de la energía era mínimo o nulo, al estar subsidiado por el Estado. El gerente local de AES intenta hacer entender a la población que, bajo el nuevo régimen económico capitalista, todos deben pagar por la electricidad. Sin embargo, los ciudadanos georgianos, las compañías y hasta el propio Ministro de Energía buscan la forma de obtener la electricidad gratis, inclusive bajo su propio riesgo. Es así que AES los deja a oscuras de golpe. En un clima de tensión, revueltas sociales, enojos e incluso asesinatos, el filme nos muestra las peripecias de una empresa trasnacional que intenta prosperar en una nación sobreviviente al colapso soviético.",,,1985-1991,Documental,,"Documentales, fotografías, testimonios orales, música de época, grabación de campo",,,DVD,
MXIM-AV-1-12-154,La rebelión de las oaxaqueñas,"De pronto, la ciudad en marcha, en barricada, en las radiodifusoras. El pueblo reuniéndose, opinando; organizándose en un  movimiento como no se miraba hace años en Oaxaca, en todo México. La lucha por la salida de un gobernador que inició formalmente el 14 de junio de 2006, pero que ya llevaba años gestándose en la exclusión, marginación e injusticia sistemáticamente aplicada a todo un pueblo. Y ahí estuvieron las mujeres. De todas las edades, orígenes e historias. Hombro con hombro las campesinas, estudiantes -incluso de primaria- e indígenas; codo con codo las colonas, investigadoras, artistas, maestras, sindicalistas, defensoras de derechos humanos y amas de casa que alimentaron -en todos los sentidos de la palabra-, al movimiento. Juntas cuestionaron no sólo las desvergüenzas del gobierno sino también, hacia adentro del propio movimiento, la distorsionada percepción que da el machismo a la participación social y política de las mujeres. Fueron la voz inconfundible de la radio, la sazón de la familia en cada cacerola que nutrió cada barricada; la pluma que denunció, los pies que marcharon hasta la ciudad de México. Pero también las amenazas y la cárcel; la imperdonable agresión de amputar su cabello; el exilio y el tormento por los muertos. Pero las alzadas, las rebeldes, sembraron. Y nacieron flores como la Coordinadora de Mujeres Oaxaqueñas; como la complicidad entre feministas y no feministas, como la esperanza, y la semilla de la transformación regada con la Rebelión de las Oaxaqueñas.","Ulises Ruiz Ortiz (gobernador de Oaxaca), ",México: Oaxaca,2006,Documental,,"Testimonios videorales, grabación de campo, entrevistas, publicidad, noticieros fílmicos","Intertítulos, musicalización, animación",,,
MXIM-AV-1-12-155,Propuesta para una convivencia democrática en la familia,Documental para orientar sobre el propósito de la convivencia familiar con personas sordomudas o de capacidades diferentes. Por medio de didacticas o estretagias lúdicas se les enseña a convivir y se acerquen a sus familiares o a la gente con la que conviven en su comunidad. ,"María Jiménez (Equipo Coordinador Nacional), Alma Rosario Urías (SEP-Baja California Sur), Patricia Colorado M. (Programa Estatal de la Mujer de Veracruz), Martha del Consuelo Castro R. (SEP-Baja California Sur), Blanca Nelly Guerra Z. (Instituto Estatal de las Muejres de Nuevo León), Marcelo Carrillo (Equipo Coordinador Nacional), Patricia Imelda López N. (SEP-Baja California Sur), Isabel Ramos Alvarado (Instituto de las Muejres D:F:),  Xosefa Alonso Sierra Rubi (Equipo Coordinador Nacional),  María del Rosario Campos (Equipo coordinador Nacional), Beatriz Schmukler (Coordinador General), Gloria Reyes de la Rosa (Instituto Estatal de las Mujeres de Nuevo León),  Pilar Sainz Reyes (DIF-Querétaro), Noemi Ales Gatti (Instituto Sinaloense de la Mujer),  Columba Norzagaray (Instituto Sinaloense de la Mujer), Laura Saavedra (Becaria del Instituto Mora)",México,,Documental,Pedagógico,"Testimonios videorales, grabación de campo, entrevistas","Narración en off, musicalización",,,
MXIM-AV-1-12-156,"13 pueblos en defensa del agua, el aire, la tierra","La historia de los pueblos de Morelos en su lucha por defender sus recursos naturales, sus territorios ancestrales y su cultura original. Una profunda reflexión sobre el México actual, una advertencia a los poderosos, un llamado solidario a los ciudadanos, un ejemplo de amor a la naturaleza. El movimiento del Consejo de Pueblos es una de las manifestaciones de lucha social más puras y auténticas que hallan aparecido en México. Su legado cultural e histórico se refleja en sus manifiestos que son digna herencia de la Revolución que encabezó el General Emiliano Zapata en estas mismas tierras. http://www.13pueblos.blogspot.com/","Julia Salazar, Armando Soriano, Adela Hernández, Saul Roque Morales, Miguel Pérez, Secretario de Gobierno Sergio Alvarez Mata, Sub Secretario Rafael Martinez,Gobernador de Morelos Marco Adame Castillo, Eleazar Vargas, Alberto Vargas Solono, Teresa Solano, Presidente municipal Cuernavaca Jesús Gíles, Cristobal Martinez, Diputado Enrique Iragorri, Rodrígo Morales, Juan José Landa, ","Carretera México-Acapulco, Estado de Morelos, Xocotla, Tepozotlan, Manantial Chihuahuita, Tepetzingo, Plaza de Armas Centro Histórico Cuernavaca, Tlaltizápan, Santa Catarina, Temixco, Xochicalco,  Salto Chico, San Antón, Santa Ursula, Loma de Mejia, San Antón, Barranca Tilapeña, Barranca Los sabinos, Manantial las Estacas, Manantial Laguna de Hueyapan, Texalpa, Manatiels del Parque Melchor Ocampo, ","04 de junio de 2007, 1994, septiembre 2007, agosto 2007, Octubre 2007, 12 enero 2008 ",Documental,,"Registros fílmicos, fotografías, hemerografía, noticieros fílmicos, registros fonográficos, entrevistas, grabación de campo, testimonios orales",Puesta en escena,,,
MXIM-AV-1-12-157,Tita,"Un testimonial que ofrece la visión sobre la Ciudad de México de dos muchachas indígenas de la localidad de Alvaro Obregón, en Oaxaca, que emigran a la capital con el fin, no de radicar allá definitivamente, sino de incrementar sus ingresos para elevar su nivel de vida en el terruño. Es un esfuerzo de superación con el que enfrentan los problemas cotidianos de desigualdad social y pobreza, y cuyo motor de este trabajo es el amor por sus valores, su identidad y su familia, la forjación de un mejor futuro, pero también la experimentación del choque cultural de la tradición y la modernidad.",,,,Documental,,"Grabación de campo, entrevistas, noticieros fílmicos",,,VHS,
MXIM-AV-1-12-158,La historia del camello que llora,"Una familia de pastores nómadas ayuda a los nacimientos de su mana de camellos. Uno de los camellos tienen serias dificultades para dar a luz, pero, con la ayuda de su familia, consigue alumbrar a su cría, un camellos diferente a los demás de color blanco. a pesar de los esfuerzos de los nómadas la madre rchaza al recién nacido, negándole su leche  y amor maternal. Cuando  parecen haber desaparecido todas las esperanzas, los nómadas envían a sus dos hijos a un viaje por el desierto, en busca de un músico. Finalmente un violinista es llamado al campamento para llevar a cabo un ritual impresionante. El arcaico sonido del violín unido al canto melódico de una de las mujeres llega al corazón de la madre de la cría: cuando le vuelven a traer a su recién nacido, rompe a llorar y le da la lecha que necesita para sobrevivir. ","Uuganbaatar Ikhbayar, Odgerel Ayusch, Janchiv Ayurzana, Chimed, Amgaa, Zevel, Odgoo, Guntee, Ikhee, Dude, Ingen Temee, Botok","Mongolia del sur: desierto de Gobi, centro Aimak",primavera del 2002 ,Documental,,"Grabación de campo, testimonios videorales",,,,
MXIM-AV-1-12-159,Relatos desde el encierro,"Reclusas en la cárcel de Puente Grande, Jalisco, dan testimonio de su vida y de la experiencia emocional del encierro carcelario. Desde su intimidad reflexionan  sobre la condición humana, la sobrevivencia y el concepto de libertad.","Konny, Guadalupe Cerón, Blanca, Karla, Paty, Verónica, Magda, César  (presas de Puente Grande).",México: Guadalajara: Jalisco: Centro de Readaptación Femenil del Complejo Penitenciario Puente Grande,1997-1999,Documental,,"Testimonios videorales, grabación de campo, testimonios orales, entrevistas","Narración en off, intertítulos",,,
MXIM-AV-1-12-160,Los dueños de la democracia,"¿Puede un grupo de multimillonarios decedir quién  será el presidente de México? ¿Acaso las elecciones en nuestro país son una escenografía que encubre las maniobras de veinte magnates? El documental Los dueños de la democracia responde a esas preguntas basándose en una sorprendente investigación que pone al descubierto la estrategia que guió a los organismos empresariales de élite, al gobierno federal, al PAN y a Televisa como brazo propagandístico de ese grupo de aliados tutelados por Carlos Salinas y por la ultra derecha mexicana. Del desafuero al fallido VI informe del señor Fox; de la campaña del miedo a la militarización de la  Cámara de Diputados; del linchamiento de López  Obrador a la fugaz toma de protesta  de Felipe  Calderón entre militares, Los dueños de la democracia, producido por canalseisdejulio, ofrecer un análisis original y certero de esta nueva sombría etapa en la vida de México.  ","Vicente Fox, Salvador Allende, Harold Geneen, Augusto Pinochet, Carlos Salinas de Gortari, Luis Donaldo Colosio, Ernesto Zedillo, Claudio X. González, Andres Manuel López Obrador, Guillermo Velasco, Martha Sahagún, Carlos Ahumanda, Santiago Creel , Diego Fernandez de Cevallos, Felipe Calderón, Hugo Chávez, José Luis Barraza, Luis Carlos Ugalde, José Ignacio Salafranca, Alberto Nuñez, Azcárraga Jean, Lorenzo Zambrano, Tony Garza, Alberto Hernández, Carlos Slim Domit, Emilio Gamboa Patrón, Kamel Nacif, Juan Camiio Mouriño, Francisco Ramírez Acuña, Luis Téllez, Agustín Carstens, Cuauthémoc Cárdenas","México: Ciudad de México, Tabasco, Oaxaca, . Chile. Venezuela","2 julio 2006, 11 septiembre de 1973, 1988, 2 julio 2000, 1997,  2004, 1 diceimbre 2006 ",Documental,,"Registros fílmicos, registros videográficos, documentos, hemerografía, noticieros fílmicos, publicidad, programas de TV, registros fonográficos, grabación de campo, fotografías, pinturas, dibujos","Incidentales, narración en off, animación, musicalización, conducción",Nueva versión,,
MXIM-AV-1-12-161,Return to Bolivia,https://www.youtube.com/watch?v=MJgI-i4qloQ,"Janeth Cuiza, David Quispe, Jhoselyn Quispe Cuiza, Camila Quispe Cuiza, Brian Quispe Cuiza",Argentina: Buenos Aires: Jujuy. Bolivia:Villazón,,Documental,,"Tetimonios orales, testimonios videorales, grabación de campo, entrevistas","Musicalización, animación",,,
MXIM-AV-1-12-162,Revelando el rollo,"Revelando el rollo aborda la problemática de los usos de la imagen en la investigación social, a través de una ficción documentada con investigación de campo y entrevistas con diversos responsables de acervos fotográficos y fílmicos de la Ciudad de México, así como investigadores de la imagen. Esta pequeña historia de los avatares de un investigador en su trabajo cotidiano permite conocer los principales problemas detectados en el uso generalizado de la imagen como elemento ilustrativo y plantear los retos del trabajo con la imagen como fuente de investigación.","ITZIA FERNÁNDEZ, REBECA MONROY, JOHN MRAZ, FERNANDO OSORIO, FAUSTO RAMÍREZ, PAULA BARRA, ROSA CASANOVA, HELADIO VERA, ADRIANA CORRAL, ARTURO LECHUGA, MARÍA IGNACIA ORTÍZ, ALMA VÁZQUEZ, ÁNGEL MARTÍNEZ, ANTONIA ROJAS, JOSÉ ANTONIO VALENCIA, ALEJANDRO LICONA, JOSEFINA MOGUEL, EVELYN ÁLVAREZ, YANET FERNÁNDEZ, MARINA BANUELOS, PAULINA MICHEL, LETICIA MEDINA, MARTHA OCHOA, MARIANA PLANCH, ROBERTO GALLEGOS, CLAUDIA DÍAZ, ALEJANDRINA ESCUDERO, CARLOS CONTRERAS","México, D. F. ",2002,Documental,,"Registros fílmicos, fotografías, pinturas, dibujos, publicidad, videoclips, entrevistas, grabación de campo","Puesta en escena, incidentales",,VHS,
MXIM-AV-1-12-163,Presos del silencio,"El Gobierno de Franco no se detuvo en la victoria militar sobre los ciudadanos fieles a la república. Tras el fin de la Guerra Civil, impuso todo un entramado destinado a borrar de la sociedad y aun de la propia memoria de los afectados toda huella de sus ideales de libertad y deocracia. La represión impusta ofrecía pocas alternativas: cárcel, muerte, exilio o silencio. El daño causado a nuestra memoria colectiva es irreparable. El paso de los años ha sepultado la posibilidad de recuperar un inmenso caudal de testimonios de aquella época. No obstante, existe una deuda con las familias que sufrieron la represión franquista, que también es una deuda con nuestra propia historia: dar vooz a su memoria, recuperar y divulgar su experiencia, dignificar unas vidaas entregdas al compromiso y la solidaridad. ","  Franco,   Manuel Saldaña, Pedro Prieto,  Valentín Trenado, Manuel Almansa, José Custodio, Ricardo Limia, Manuel Calvo, Reyes Agea, Dolores Vimes, Ramón Trujillo,  María Villa Cuadrado, Francisca Adame, ",España; Sevilla: Canal del Bajo Guadalquivir.  ,1939,Documental,,"Testimonios videorales, registros fílmicos, fotografías, entrevistas, grabación de campo","Intertítulos, incidentales, musicalización",,,Breve historia del Canal. Listado de presos que trabajaron en el canal
MXIM-AV-1-12-164,Salvador Allende,"Este homenaje que rinde Guzmán al ex presidente de Chile nos recuerda el sueño radiante que vivió su generación (donde política y utopía eran sinónimos). La obra es directa. No tiene informaciones explicativas ni demostrativas sino que ofrece un espacio de reflexión humana y personal a la vez que histórica. El resultado es un película generosa. ""Salvador Allende"" hizo 120.000 entradas en Francia con 34 copias durante 5 meses (de septiembre a enero de 2005). Fue estrenada en salas de: Bélgica, España, Suiza, Grecia, México, Austria, Italia, Canadá, Argentina, Uruguay y Chile (50.000 espectadores). http://www.patricioguzman.com/index.php?page=films_dett&fid=9","Salvador Allende (presidente de Chile, 1970-1973), ""El Mono"" González (pintor), Ema Malig (pintora), Pablo Neruda (poeta), Anita (familiar de Allende), Ramón Allende (abuelo de Salvador Allende), Víctor Pey (amigo de Salvadr Allende),  Sergio Vuskovic (ex alcalde de Valparaíso), Fundadores del Partido socialista de Valparaíso, Edward Korry (ex embajador de USA en Chile), Isabel Allende (hija de Salvador Allende), Ernesto Salamanca (ex militante Unidad Popular), Carmen Paz (hija de Salvador Allende), Nixon (presidente de Estados Unidos, 1969-74), René Shneider (comandante en jefe del ejército), Grupo de música Quilapayún, Claudina Núñez (consejal), Volodia Teitelboim (ex senador UP), CArlos Pino (ferroviario), Fidel Castro (presidente de Cuba), Ex-militantes Unidad Popular, Larris Araya (ferroviario), Enrique Molina (metalúrgico), Augusto Pinochet (presidente de facto de Chile), Hortensia Bucci (esposa de Salvador Allende),  Beatriz Allende (hija de Salvador Allende), Miria Contreras (secretaria privada de Salvador Allende), Verónica Ahumada (periodista), Arturo Giron (ex ministro UP),  José Balmes (pintor), Gonzalo Millán (poeta), ",Chile: Valparaíso: Palacio de La Moneda,"1970, 11 de septiembre de 1973 (golpe militar de Pinochet), 1926 (Salvador Allende entra ala Escuela de Medicina), 1938 (Salvador Allende es Ministro de Salud), 4 de septiembre de 1970 (Savador Allende gana la presidencia de Chile), 1971 (visita de Fidel Castro a Chile), 1972 (huelga política  de camioneros)",Documental,Histórico,"Grabación de campo, testimonios orales, testimonios videoales, fotografías, registros fílmicos, hemerografía, registros fonográficos, entrevistas, música de época","Narración en off, musicalización",,Soporte de rodaje: DVCam,"Filmobiografía, Otros titulos"
MXIM-AV-1-12-165,Sicko. La peeversión del sueño americano,"En Estados Unidos, el país más rico del mundo, unos 45 millones de personas no disponen de una atención médica adecuada. Una importante parte de la población no tiene seguro médico y la otra tiene que gastar grandes sumas de dinero para poder disponer de uno, lo cual beneficia a las compañías aseguradoras y también, de rebote, a las farmacéuticas. Muestra testimonios y estadísiticas de la disfunción del sistema de salud del ""país más rico del mundo"".  Irónicamente, se verá que otros países subdesarrollados disponen de una atención médica más eficiente.","George Bush JR.,Larry, Donna y Danny Smith, Laura Burnham, Doug Noe, Becki Meelki, Glen L. Hunningham, Linda Peeno, Tarsha Harris, Michael B. Cross, Lee Einer, Julie y Tracy Piercer, Ven Clave, William Teen Pas. Edgar Kaiser, Richard Nixon, Hillary y Bill Clinton, Armey, Dr. Kevorkian, Ronald Reagan, George Bush, Billi Tauzen, Adrian Campbell, Tommy Douglas, Wayne Gretzki, Margaret Tatcher, Tonny Blair, Dawnelle y Michelle Keyes, Alexis Cremieux, Dr. Lascar, John Graham, William Maher, George Pataki, Reggie Cervantes, Khalid Sheikh Mohammed, Abu Zubayah, Ramzi bin al-Shibh Osama Bin Laden, Fidel Castro, Dr. Roque, Dra. Aleida Guevara, ",,"1948, 1987, 1992, 2005,  2006, 2003",Documental,Periodístico,"Ficción, documentos, testimonios orales, testimonios videorales, entrevistas, videoclips","Narración en off, animación",,DVD,
MXIM-AV-1-12-166,Sobibor. 14 de octubre de 1943 16:00 horas,"El film nace a partir de una entrevista que le concedió Yehuda Lerner a Claude Lanzmann en 1979, durante el rodaje de Shoah, su famosa película de 1985 acerca de la barbarie nazi. Sobibor se ocupa de narrar la única revuelta exitosa que hubo en un campo de exterminio: en ella, una veintena de prisioneros judíos mataron a hachazos a 16 oficiales alemanes, cortaron la luz y la electricidad y consiguieron darse a la fuga. (FILMAFFINITY)","Yahuda Lerner, Jan Piwonski, Ada Lichtman, Alexander Petchersk, Alexander (Sasza) Peczerski, ",,1941-2001,Documental,,"Documentales, fotografías, hemerografía, cartografía, testimonios orales, entrevistas, grabación de campo",Intertítulos,,DVD,"Material extra: ""Una historia para no olvidar"""
MXIM-AV-1-12-167,"Sol de Noche. La historia de la ""Noche del Apagón"" y el secuestro de 400 personas en un pueblo de Jujuy","Sol de noche es un trabajo centrado en la figura conmovedora y ejemplar de Olga Aredez, una mujer de la provincia de Jjujuy que cada jueves, sola, ronda la plaza del pueblo Libertador General San Martín, como forma de lucha y recuerdo por uno de los hechos más bestiales y significativos de la dictadura militar al que se denominó la ""Noche del apagón"" en Ledesma. Quizá no halla ningún otro acontecimiento que refleje con semejante contundencia la simbiosis entre el poder económico y la represión genocida de los militares argentinos. El noroeste de nuestro país, su idiosincracia, sus personajes, los imperios feudales vigentes y esa espina dorsal de la memoria y la resistencia que representa Olga Aredez hacen creíble y necesario este nuevo trabajo documental qiue viene a completar el aporte para  una memoria activa.","Olga Aredez, Mario Paz, Teodora Vega, El 'Negro' Pistán, Luis Aredez, Adriana Aredez, Dr. Alberto Cardoso, Videla, Macera, Agosti, Isabel Martínez de Perón, Hilda Figueroa, Daniel Burgos, María Bustos de Coronel, José Cabrera, Germán Córdoba, Leandro Córdoba, Hugo Narvaez, Juan Jarma, Máximo Herrera, Miguel Ángel Garnica, Ivar Flores, Juan Carlos Espinoza, Guillermo Díaz, Salvador Cruz, Roberto Polanco, Alicia Ranzzoni, Domingo Faustino Reales, Mario Rojas, Hugo Safarov, Crescencio Vargas, Edúlio Cárdenas","Jujuy, Libertador General San Martín, Argentina, Ingenio Ledesma, Tilcara, Guerrero, Tucumán",1976,Documental,,"Registros fílmicos, fotografías, pinturas, cartografía, programas de TV, música de época, documentos, entrevistas, grabación de campo",,,,
MXIM-AV-1-12-168,Spencer Nakasako´s trilogy,Foud short videos about life in San Francisco's Tenderloin District. http://film.ucsc.edu/faculty/spencer_nakasako,,,,Documental,,,,,,"Cast / Crew interviews, Deleted scenes, Videos by film stars, What are VYDC and Ebayc?, Credits"
MXIM-AV-1-12-169,"Vivos los llevaron, vivos los queremos","Durante dea décadas de 1970 y 1980, en México, grupos paramilitares como la ""Brigada Blanca"" dependientes de  la dirección Federal de Seguridad, secuestraron a cientos de ciudadanos por su supuesta participación en grupos guerrilleros. Desde esos días el gobierno de México ha rehusado dar información acerca del paradero de los desaparecidos políticos. Familiares de estos desaparecidos políticos formaron en 1977 el Comité EUREKA, y desde hace más de 30 años han exigido a todos los presidentes, la libertad de 557 desaparecidos políticos de la ""Guerra Sucia"". El documental narra la historia del Comité EUREKA, que durante más de treinta años de incansable lucha, ha logrado rescatar con vida a 148 desaparecidos. Miembros de EUREKA hablan sobre el secuentros de sus familiares y denuncian la existencia de cárceles clandestinas en campo militares y bases navales del ejército, que fueron utilizadas para desaparecer y torturar a cintos de mexicanos que eran considerados opositores al régimen. Elda Nevares relata su secuestro y las torturas a que fue sometida en cárceles clandestinas de campos militares y señala que vio con vida a otras personas reclamadas por el comité EUREKA que aún continúan desaparecidas. Mario Álvaro Cartagena López y Laura Elena Gaytán  Saldivar son los otros dos exdesaparecidos que relatan las torturas y vejaciones a las que fueron sometidos durante su reclusión ilegal en el Campo Militar No. 1. Mediante movilizaciones ciudadanas realizadas a lo lagro y ancho del país la lucha del comité EUREKA continúa hasta lograr esclarecer el paradero de sus familiares. ","María del Rosario Piedra Ibarra (hermana de Jesús Piedra Ibarra, desaparecido el 18 de abril de 1975), Carlos Piedra Ibarra (hermano de Jesús Piedra Ibarra), Rosario Ibarra de Piedra (madre de Jesús Piedra Ibarra), Dr. Jesús Piedra Rosales (padre de Jesús Piedra Ibarra), Miguel Nazar Haro (Director de la Dirección Federal de Seguridad, 1978-1982), Pedro G. Zorrilla Martínez (Gobernador de Nuevo León, 1973-1979), Carlos Rentería Rodríguez (asesinado el 8 de mayo de 1974 por ""Los Chaquetas Cafés""),   Luis Echeverría (presidente de México, 1970-1976), Celia Piedra Hernández (esposa de Jacob Nájera, desaparecido el 2 de septiembre de 1974), Lucio Cabañas (Líder de la Guerrilla ""Partido de los Pobres""), Jacob Nájera (Desaparecido el 2 de septiembre de 1974),  Rubén Figueroa (Gobernador de Guerrero, 1975-1981. Secuentrado por el ""Partido de los Pobres"" en 1974),  Sara Hernández de Ramirez Duarte (Esposa de Rafael Ramírez Duarte, desaparecido el 9 de junio de 1977),  Jesús Ávila González (Desaparecido el 5 de abril de 1974),  María Concepción Ávila González (Hermana de Jesús Ávila González), López Portillo (Presidente de México, 1977- 1982),  Elena Poniatowska (Escritora y periodista), Juan Chávez Hoyos (Desaparecido el 8 de septiembre de 1978),  Priscila Chávez Hoyos (hermana de Juan Chávez Hoyos),  Laura E. Gaytán Saldivar (detenida-desaparecida en el campo militar no. 1 de abril-agosto de 1979), Bertha Alicia López de Zazueta (detenida-desaparecida en el campo militar no. 1 de abril-agosto de 1979), Elda Nevárez Flores (detenida-desaparecida en el campo militar no. 1 de abril-agosto de 1979), Armando Gaytán (arrestado), Humberto Zazueta aguilar (arrestado-desaparecido de abril a diciembr de 1979),  Edardo Hernández Vargas (desaparecido el 2 de abril de 1978),  Ramiro Salas Ramos (desaparecido el 4 de abril de 1978),  María del Carmen Ramos de Salas (madre de Ramiro Salas Ramos), Acela Ocaña Morales (madre de Hilda A. Escobedo Ocaña), Hilda A. Escobedo Ocaña (desaparecida el 31 de diciembre de 1981),  Mario Álvaro Cartagena López (desaparecido de abril a junio de 1978), Juan Manuel Ramírez Duarte ""El Bolchevique"" (asesinado el 1 de septiembre de 1977 por ""La Brigada Blanca""),  Alma Celia Martínez Madaleno  (asesinada el 1 de septiembre de 1977 por ""La Brigada Blanca""), Alicia de los Ríos Merino (desaparecida el 6 de enero de 1978), Reyna Santiago (madre de Irma Cruz Santiago, desaparecida el 1 de junio de 1977), Pável Ramírez Hernández (hijo de Rafael Ramírez Duarte, desaparecido el 9 de junio de 1977), María de los Ángeles Sánchez (esposa de Juan Ramírez Duarte ""El Bolchevique"", arrestada-desaparecida del 10 de junio al 15 de octubre de 1977), Laura Elena Gaytán Saldívar (arrestada-desaparecida de abril a agosto de 1979),  Oscar Javier Gaytán saldívar (desaparecido el 4 de septiembre de 1974),  Eduardo Hernández Vargas (desaparecido el 29 de abril de 1978), ","México: Ciudad de México: Santa Martha Acatitla, Campo Militar no. 1, Zócalo,  Monterrey:  Nuevo León. Guerrero. Puebla.","1973-1975, 2 de octubre de 1968 (represión estudiantil), 10 de junio de 1971 (represión), 1977 (fundación del Comité EUREKA), 28 de agosto de 1978 (huelga de hambre Comité EUREKA) ",Documental,,"Testimonios orales, testimonios videorales, fotografías, hemerografía, grabación de campo, documentos, registros videográficos, entrevistas, gráficos","Narración en off, musicalización, animación, puesta en escena, intertítulos",,,"Las Doñas, La mirada dulce de tus ojos cambió, Luchar,  hasta después de mi muerte, Me lastima la pobreza de convicción, Una patria libre, un mundo nuevo"
