 DÉCADA 2000-2009,,,,,,,,
,,RESPONSABILIDAD DE PRODUCCIÓN,,,,,,
MXIM-AV-1-12-140,"Obras maestras, Canal Once TV, video 1","CONACULTA, Canal 22",,,"Canal 22, televisora pública de México, produce y difunde, mediante la tecnología a su alcance, las manifestaciones artísticas y culturales del país y del mundo. Contribuye al aprecio por las artes y el conocimiento, y promueve la diversidad y los valores de la convivencia democrática.",,,
MXIM-AV-1-12-141,"Obras maestras, Canal Once TV, video 2",,,,,,,
MXIM-AV-1-12-141-6,Eduardo Viana: Die Kleine,RM Arts,RM Associates,,,,,
MXIM-AV-1-12-141-7,Amadeo de Souza-Cardoso: Entrada,RM Arts,RM Associates,,,,,
MXIM-AV-1-12-141-8,Vieyra Da Silva: Tragishe Geschichte Auf Dem Meer,RM Arts,RM Associates,,,,,
MXIM-AV-1-12-142,"Obras maestras, Canal Once TV, video 3",,,,,,,
MXIM-AV-1-12-143,"Obras maestras, Canal Once TV, video 4",,,,,,,
MXIM-AV-1-12-144,O Rio dos Trabalhadores,"UFF, CNPq, FAPERJ",,,,,Donación,2001
MXIM-AV-1-12-145,La lucha de los movimientos feministas por despenalizar el aborto en México,"Centro de Investigaciones Interdisciplinarias en Ciencias y Humanidades (CEIICH), UNAM",,,,,,
MXIM-AV-1-12-146,Paragraph 175,Telling Pictures,,"Rob Epstein y Jeffrey Friedman, Janet Cole, Michael Ehrenzweig, Co-producción Howard Rosenman","Compañía ejecutiva conformada por los directores de The Celluloid Closet, Common Threads: Stories fron the Quilt y Paragraph 175. (www.tellingpictures.com, trad. Cecilia Alcántara, LAIS)","Robert Epstein y Jeffrey Friedman: En 1977 fueron a Amsterdam para la presentación de su película “El Celuloide Oculto”. Allí conocieron al Doctor Klaus Müller, un historiador Alemán y Director del Proyecto Europeo del Museo Memorial del holocausto de los Estados Unidos y se propusieron sacar esta historia oculta a la atención internacional. (http://filmotecagpuc.wordpress.com/category/cine/gay/cine-gay/documental/)",Copia de transmisión televisiva,2002
MXIM-AV-1-12-147,Passos de oeiras,"Trinca Filmes, Educar",,,,,,
MXIM-AV-1-12-148,  XV Años en Zaachila,CONACULTA,Habanero films,Iván Ávila  Dueñas,,,,
MXIM-AV-1-12-149,"Pedro Lascurain, el presidente relámpago",Palmera Films,,Productor: Jorge Michel. Producor ejecutivo: Koldo San Sebastián,,,,
MXIM-AV-1-12-150,Piqueteras,,,,,,,
MXIM-AV-1-12-151,Polissons & Galipettes,Melange Productions,,Mélangue - Michel Reilhac,,,Donación,2004
MXIM-AV-1-12-152,Poses do 19,"Mueso Paulista de la Universidad de Sao Paulo, Fondo de Investción del Museo Paulista, (USP), Espaco Digital",,,,,Donación,2003
MXIM-AV-1-12-153,Power Trip,Transit Films International,Zafra video S.A de C.V,Claire Missanelli y Paul Devlin.,,"Paul Devlin (1963, Princeton, New Jersey, EU  ",Compra,2008
MXIM-AV-1-12-154,La rebelión de las oaxaqueñas,"Consorcio para el Diálogo Parlamentario y la Equidad Oaxaca A. C., Mal de Ojo TV",,"Aline Castellanos Jurado, Tonatiuh Díaz González",,,,
MXIM-AV-1-12-155,Propuesta para una convivencia democrática en la familia,"Instituto Nacional de la Muejres (INMUJERES), Programa de las Naciones Unidas para el Desarrollo (PNUD), Equipo coordinador del Proyecto: Propuestas para una Convivencia Democrática en la Familia. Unidades Estatales de Coordinación. ",,,,,,
MXIM-AV-1-12-156,"13 pueblos en defensa del agua, el aire, la tierra","Crupo de Accion Interdisciplinaria Ambiental A.C.
UNAM macroproyecto Manejo de Ecosistemas y Desarrollo Humano.", ,"Productores Asociados: Gabriela Castelo, Lorena Pineda Barrera
Productor Asociado: Orlando Acevedo
Productor invitado: Manuel Peñafiel","El Macroproyecto  tiene como objetivo construir, a través del trabajo de investigación participativa e interdisciplinaria, una red de investigación universitaria enfocada al manejo sustentable de los ecosistemas que genere modelos de ordenamiento, conservación, uso y restauración de los valores, los recursos y los servicios ambientales. (http://www.iztacala.unam.mx/mmrg/mega/info/info_MEDH.pdf)","Francesco Taboada Tabone (Cuernavaca, México, 1973).
Cineasta e investigador. Su primer largometraje Los Últimos Zapatistas (México, 2003) ha recibido más de diez premios internacionales y ha sido distribuido en cuatro continentes. El rescate de la memoria histórica de la revolución realizado en Pancho Villa, La Revolución no ha terminado (México 2007) ha despertado el interés en Latinoamérica por utilizar al cine como una herramienta de preservación de la memoria oral. En 2005 fue recibido por el presidente de Venezuela Hugo Chávez. Ha dirigido varios cortometrajes. Estudia la maestría en Estudios Mesoamericanos en la UNAM  es miembro del Consejo de Pueblos de Morelos. Actualmente dirige los documentales “Maguey”, “Tin Tan” y “Revolución Bolivariana” y promueve el documental 13 Pueblos en defensa del agua, el aire y la tierra (México 2008), importante testimonio que retrata la lucha de los pueblos de Morelos por arrancar de las manos del gobierno y los empresarios el control de sus recursos naturales y sus tierras agrícolas. 
://www.franciscovilla.com.mx/castellano/principal.html",Compra,2008
MXIM-AV-1-12-157,Tita,"FONDS, Consejo Nacional para la Cultura y las Artes (CONACULTA-FONCA), Ministerio de Relaciones Exteriores de los Países Bajos, Rain Artists´Initiatives Network (RAIN), Rijksakademie van Beeldende Kunsten - Amsterdam",,"Bibo, Diego Gutiérrez, Jeannine Diego","CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-158,La historia del camello que llora,Hochschule für Fernsehen und Rilm München,THINK Films,Tobias N. Siebert,,,,
MXIM-AV-1-12-159,Relatos desde el encierro,"Centro de Capacitación Cinematográfica (CCC), CONACULTA",,"Producción ejecutiva: Ángeles Castro Gurría, Hugo Rodríguez, Gustavo Montiel Pagés, Andrea Gentile",,,,
MXIM-AV-1-12-160,Los dueños de la democracia,Canal seis de julio,,Nancy Ventura,,,,
MXIM-AV-1-12-161,Return to Bolivia,Pelela Cine,,,,,,
MXIM-AV-1-12-162,Revelando el rollo,"Instituto Mora, LAIS, CONACyT",,"FERNANDO AGUAYO, CARLOS HERNÁNDEZ, PARIS GARCÍA, FELIPE MORALES LEAL, ANGIE SANDOVAL, CITLALI SALAZAR, ROMUALDO ZAPATA",,http://www.mora.edu.mx/Investigacion/Principal/laboratorio.html,PRODUCCIÓN PROPIA,2002
MXIM-AV-1-12-163,Presos del silencio,"Intermedia Producciones, LZ Producciones, Canal Sur TV",,,,,,
MXIM-AV-1-12-164,Salvador Allende,JBA Productions,,Jacques Bidou,,,,
MXIM-AV-1-12-165,Sicko. La peeversión del sueño americano,"Eat dog Eat Films, The Weinstein Company,",Zima entertainment,"Meghan O´Hara, Michael Moore, Co- productor: Anne Moore, productor asociado: Rehya Young, productor de línea: Jennifer Latham",,"Michael Moore (Flint, Míchigan, 23 de abril de 1954), cineasta documentalista, periodista y escritor estadounidense conocido por su postura progresista y su visión crítica hacia la globalización, las grandes corporaciones, la violencia armada, la invasión a Iraq y a otros países y las políticas del gobierno de George W. Bush y sus antecesores. Hijo de una familia irlandesa, demócrata y  católica. Fue educado en la religión católica romana y asistió a la escuela primaria St. John's Elementary School. A los 14 años estuvo en un seminario diocesano.  Abandonó sus estudios en  la Universidad de Michigan, para trabajar como editor y redactor en “The Flint Voice”, convertida después en “The Michigan Voice”, donde inició a su aguda capacidad como comentarista político. Con su película Roger & Me (1989), documental en clave de comedia que satirizaba el proceder de la General Motors tras cerrar varias de sus fábricas y despedir a miles de trabajadores en Flint, Michael Moore consiguió la relevancia en su país, logrando unánimes críticas favorables a su primer y punzante trabajo. Sus trabajos han generado gran polémica. Recientemente se publicó un libro criticando a Moore titulado Michael Moore is a Big Fat Stupid White Man ('Michael Moore es un gordo blanco y estúpido') y en una película aún no estrenada llamada Michael Moore Hates America ('Michael Moore odia a América'). Asimismo, sus obras han sido objeto de análisis, acusándosele de que numerosas informaciones de sus documentales son falsas o están distorsionadas. Para  contestar dichas acusaciones, Moore ha publicado en su sitio web un análisis detallado de los datos presentados en Fahrenheit 9/11, incluyendo respaldo documental y periodístico de sus afirmaciones.",Compra,2008
MXIM-AV-1-12-166,Sobibor. 14 de octubre de 1943 16:00 horas,"Why not Productions,  les films Aleph, France 2 Cinema",Zima entertainment,Claude Lanzmann,,,Compra,2005
MXIM-AV-1-12-167,"Sol de Noche. La historia de la ""Noche del Apagón"" y el secuestro de 400 personas en un pueblo de Jujuy","Página, 12, Instituto Nacional de Cine y Artes Audiovisuales,  Secretaría de Cultura de la Ciudad de Buenos Aires, La Azotea",,"Productor ejecutivo: Eduardo Aliverti, Producción: Beatriz Zardain","Instituto Nacional de Cine y Artes Audiovisuales -INCAA - Argentina: Ente dependiente de la Secretaría de Cultura de la Presidencia de la Nación de Argentina, que tiene a su cargo el fomento y la regulación de la actividad cinematográfica y audiovisual en Argentina y en el exterior.(http://www.comminit.com/en/node/65846/37) Página/12 es un diario editado en la Ciudad de Buenos Aires, fundado el 26 de mayo de 1987 por los periodistas Jorge Lanata, Osvaldo Soriano y Horacio Verbitsky, entre otros. Durante el gobierno de Carlos Saúl Menem el diario se mostró intensamente crítico con el programa de gobierno del mismo, llevando al entonces presidente a calificarlo de ""su principal opositor"". Atravesó sin embargo problemas financieros, que llevarían a que en 1994, ya tras la partida de Lanata y siendo dirigido por Fernando Sokolowicz, un ajuste de personal llevara al despido de más de 60 trabajadores. Se rumoreó desde ese momento que la acción respondía a los intereses del Grupo Clarín, que había adquirido secretamente la mayoría del paquete accionario; años después Lanata confirmaría esa versión, que fue desmentida tanto por el Grupo Clarín como por los responsables de Página/12.Es muy parcial en sus notas a referentes que no están dentro de lo que se considera ""Progresismo"", criticando muy duramente cualquier acto de la derecha política.(Extraído de http://es.wikipedia.org/wiki/P%C3%A1gina/12).La Azotea: Editorial Fotográfica, dedicada exclusivamente a la promoción y divulgación de los fotógrafos de América Latina en libros, postales y posters (www.laazotea.com.ar)","Es locutor, periodista y profesor universitario.
Condujo algunos de los programas de mayor impacto de las últimas dos décadas, como Anticipos -poco menos que la única voz periodística de oposición a la dictadura, por Radio Continental-; Sin Anestesia -por Radio Belgrano, en los primeros años de la transición democrática- y Protagonistas, en varias emisoras porteñas desde 1988 hasta 1996. Actualmente dirige y conduce Marca de Radio, por Rivadavia, durante la mañana de los sábados. Es ganador de 7 premios Martín Fierro: en 1993/1998/2001/2003, a la mejor labor periodística de la radiofonía nacional; en 1991 al mejor programa periodístico del interior del país -Hipótesis, que condujo en Rosario, durante varios años, los fines de semana- y en 1998/99 como mejor periodista de la televisión por cable, por Esta Boca es Mía, que condujo en Cablevisión Noticias durante tres años consecutivos. En el año 2002 recibe el Galardón Susini como reconocimiento a su trayectoria en radio, otorgado por Argentores. Aliverti es además uno de los columnistas principales del diario Página/12 y es autor de la serie bibliográfica El Archivo de la Década, que en cuatro tomos resume algunas de sus principales labores de opinión e investigación, por las que recibió numerosas distinciones locales e internacionales.Dirigió tres videos de periodismo documental: Tango de un Lagarto, sobre la realidad cubana; Volviendo a Washington, acerca de la historia de la moneda argentina, y Malajunta, en torno de la última dictadura militar. Esta última realización fue galardonada en los festivales internacionales de Nueva York, Ginebra, San Salvador de Bahía, La Habana, San Francisco y Houston. Además de innumerables premios en el ámbito nacional, la proyección de Malajunta, en Suiza, motivó el surgimiento en Europa de la agrupación HIJOS, integrada por los descendientes de detenidos-desaparecidos exiliados en el Viejo Continente.Fue productor ejecutivo de Sol de Noche, largometraje testimonial que refleja la relación entre el poder económico y la última dictadura militar. Esta película participó de festivales en Alemania, España, Francia, Italia y Buenos Aires, entre otros. Aliverti efectuó coberturas periodísticas en Estados Unidos, Rusia, América Latina, Europa y la península de Corea. En Buenos Aires fundó, dirige y es docente de ETER, Escuela Terciaria de Estudios Radiofónicos (la primera escuela de radio de Latinoamérica). Hace catorce años es titular del taller radiofónico en la carrera de Ciencias de la Comunicación de la Universidad Nacional de Buenos Aires. Y es dueño del que está considerado como uno de los archivos periodísticos personal es más importantes del país. (http://www.intercambios.org.ar/curriculum/aliverti.htm)",,
MXIM-AV-1-12-168,Spencer Nakasako´s trilogy,,,"Aram Siu Wai Collier, Emunah Yuka Edinburg. Productores ejecutivos: Spencer Nakasako",,"Spenceer Nakasako: Documentary Video, Camcorder Diary Genre, Southeast Asian Communities, Community Engagement through Video Production.                                Ddirected eachof these powerful and innovative documentaries. He has worked in Southeast Asian communities of San Francisco and Oakland, training al -risk refugee youth to make films about their own lives. Since 1991 he has been artistic director of the Meda Lab at the Vietnamese Youth Development Center in San Francisco´s Tenderloin District.",,
MXIM-AV-1-12-169,"Vivos los llevaron, vivos los queremos",MACONDO Cine,Zafra Video,Cecilia Serna. Productora ejecutiva: María del Rosario Piedra Ibarra. ,,,Compra,28/01/2013
MXIM-AV-1-12-170,Super size me,,,Morgan Spurlock.,,"Morgan Spurlock (nacido el 7 de noviembre de 1970) es un americano independiente documental director de cine, productor de televisión, y guionista, se graduó con un BFA en el cine de la Universidad de Nueva York 's Tisch School of the Arts en 1993. Conocido por la película documental Super Size Me, en el que demostró los efectos en la salud de McDonald's por comer alimentos nada más que McDonalds tres veces al día, todos los días, durante un mes. (Extraído de http://en.wikipedia.org/wiki/Morgan_Spurlock)",,
MXIM-AV-1-12-171,Teletiranía: la dictadura de la televisión en México,Canal seis de julio,,Nancy Ventura,,,,
MXIM-AV-1-12-172,"Tenderloin stories: Youth-produced Videos, 1989-2004","Vietnamese Youth Development Center, Tenaciious Video",,,,,,
MXIM-AV-1-12-173,The Andean Legacy.,Pueblos de América Producciones,,,,,,
MXIM-AV-1-12-174,The Dance of the Stag.,Pueblos de América Producciones,,Productor ejecutivo: Alfredo Quintero,,,,
MXIM-AV-1-12-175,Day of the Dead.,Pueblos de América Producciones,,,,,,
MXIM-AV-1-12-176,The Oruro Carnaval.,Pueblos de América Producciones,,,,,,
MXIM-AV-1-12-177,Huicholes (Ancestral mythology of a people),Pueblos de América Producciones,,,,,,
MXIM-AV-1-12-178,"Rarámuri, religious celebrations",Pueblos de América Producciones,,,,,,
MXIM-AV-1-12-179,Refugee,Vietnamese youth Development Center,,"Spenccer Nakasako. Producción ejecutiva: Louella Lee, Glades Perreras",,,,
MXIM-AV-1-12-180,Tlatelolco. Las claves de la masacre,"Canal Seis de julio, La jornada",,Nancy Ventura,"CANALSEISDEJULIO: Desde 1988 Canalseisdejulio ha producido más de cincuenta documentales acerca de la realidad política, económica y social de México ha dado voz a personas e integrantes de movimientos ignorados en los medios de comunicación comerciales y ha sido una alternativa informativa y de análisis para cientos de miles de mexicanos que no ven reflejados sus problemas, puntos de vista y aspiraciones en los medios de comunicación comerciales. Canalseisdejulio distribuye sus documentales de mano en mano porque la televisión mexicana permanece cerrada a toda expresión contraria a los intereses de la oligarquía que se ha adueñado del poder en México y porque la censura es práctica gubernamental cotidiana. No obstante esta desventaja, millones de mexicanos han contemplado los documentales realizados por este grupo y han sostenido su trabajo que, gracias a ese apoyo directo del espectador, realiza sus documentales con absoluta independencia. (http://www.canalseisdejulio.com/MexicoExistente.swf)",,,
MXIM-AV-1-12-181,Toro negro,Acargo producciones,,"David R. Romay, Pedro González-Rubio, Productor ejecutivo: Alejandro González Iñárritu. ",,,,
MXIM-AV-1-12-182,Ultimas Memorias vivas,"Granada Centre for Visual Anthropology, Universidad de Manchester", ,Antonio Zirión,,,Compra,
MXIM-AV-1-12-183,"1968, La conexión americana",Canal seis de julio,,Nancy Ventura,,,,
MXIM-AV-1-12-184,Un viaje por el cine mexicano de ciencia ficcion. Conferencia El futuro más aca.,,,,,,,
MXIM-AV-1-12-185,Una mirada (al corazón),"Junta de Buen Gobierno ""Hacia la Esperanza"", Bataclán Cine, Filmoteca de la UNAM, Teveunam",,,,,,
MXIM-AV-1-12-186,Una tradición que perdura. El amor a los muertos en Tláhuac,Tech Media,,"Elisa Lipkau y Asociados, Elisa Lipkau, Daniel Browne",,,,
MXIM-AV-1-12-187,UNAM 1999-2000 ¿Qué pasó con la huelga?,Filos Producciones; Fideicomiso para la Cultura México-EUA,,,,,,
MXIM-AV-1-12-188,"Viennale Festival Trailers, Ten little films, 1995-2003",,,,,,,
MXIM-AV-1-12-188-1,Film Spricht Viele Sprachen,,,,,,,
MXIM-AV-1-12-188-2,Film ist Mehr,,,,,,,
MXIM-AV-1-12-188-3,Psycho,,,,,,,
MXIM-AV-1-12-188-4,Pieta,,,,,,,
MXIM-AV-1-12-188-5,Get ready,,,,,,,
MXIM-AV-1-12-188-6,Breeze,,,,,,,
MXIM-AV-1-12-188-7,Elvis,,,,,,,
MXIM-AV-1-12-188-8,Wien und Mozart,,,,,,,
MXIM-AV-1-12-188-9,SB,,,,,,,
MXIM-AV-1-12-188-10,Carte de Visite,,,,,,,
MXIM-AV-1-12-189,"Vision de los vencidos: Capítulo I Los hijos del sol, los hombres de maíz.",TVUNAM,,Gustavo Picasso,"TVUNAM es el medio de expresión de la diversidad y riqueza cultural, artística, científica y de pensamiento universitarios a través de la producción y transmisión televisivas para fomentar la vinculación entre los universitarios y la de la Universidad  con la sociedad. Representa una alternativa televisiva de calidad con una amplia penetración pública que divulga el pensamiento y la creación y que fomenta el desarrollo 
de los universitarios y de la sociedad.(http://www.tvunam.unam.mx/)",,,
MXIM-AV-1-12-190,"Visión de los vencidos, Capitulo II: El diálogo con la naturaleza. Los presagios y los pedimentos",TVUNAM,,,,,,
MXIM-AV-1-12-191,Vision de los vencidos: Capítulo III Los mensajeros y las ofrendas,TVUNAM,,,,,,
MXIM-AV-1-12-192,"Visión de los vencidos, Capitulo IV: Hijitos míos, ¿qué será de vosotros?",TVUNAM,,,,,,
MXIM-AV-1-12-193,Vision de los vencidos: Capítulo V La ruta de la conquista. La espada y la cruz,TVUNAM,,,,,,
MXIM-AV-1-12-194,"Visión de los vencidos, CapítuloVI: El encuentro y la traición",TVUNAM,,,,,,
MXIM-AV-1-12-195,Vision de los vencidos: Capítulo VII La rebelión,TVUNAM,,,,,,
MXIM-AV-1-12-196,"Visión de los vencidos, Capitulo VIII: La peste. La fatalidad",TVUNAM,,,,,,
MXIM-AV-1-12-197,Vision de los vencidos: Capítulo XIX El acoso y la derrota. La caida del águila,TVUNAM,,,,,,
MXIM-AV-1-12-198,"Visión de los vencidos, Capitulo X: Lo que siguió",TVUNAM,,,,,,
MXIM-AV-1-12-199,Gumbo,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns ",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-200,El regalo,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns ",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-201,Nuestro lenguaje,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns ",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-202,La verdadera bienvenida,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-203,Swing. Puro placer,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-204,Swing. La velocidad de la celebración,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-205,El swing con el cambio,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-206,Dedicado al caos,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-207,Riesgo,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-208,Irresistible,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
