"codigo_de_referencia","entidad_productora","productor","distribuidora","historia_institucional","resena_biografica","forma_de_ingreso","fecha_de_ingreso"
"MXIM-AV-1-13-42","Alegría Productions, Burnat Films Palestine, Guy DVD Films","","Christine Camdessus, Serge Gordey, Emad Burnat, Guy Davidi","","","Donación de José Luis Mariño","2013"
"MXIM-AV-1-13-43","IMCINE, CONACULTA, Fondo para la producción cinematográfica de calidad (FOPROCINE-México),  Galatea audio/visual","","Miguel  Ángel Álvarez, Ana Paola Rodríguez, Lorena Fuentes, José Luis Figueroa","","","Donación de José Luis Mariño","2013"
"MXIM-AV-1-13-44","Difusión Cultural Axotla, Axotla vive A.C. ","","","","","Donación: Miguel Ángel Alemán Torres","2013"
"MXIM-AV-1-13-45","Producciones la Cecilia","","","","","Donación de Úrsula Mares","2013"
"MXIM-AV-1-13-46-1","Albino Álvarez, TV UNAM; Producción ejecutiva. Carlos Narro","CIESAS y TV UNAM","","El CIESAS cuenta con una riqueza nacional, representada por sus cerca de 150 investigadores distribuidos en siete sedes: la más grande ubicada en la ciudad de México que, con las cinco Unidades Regionales (Golfo, Istmo, Occidente, Sureste, Peninsular y Noreste) contribuye a generar conocimiento de frontera asociado directamente con las necesidades reales desde la escala local hasta la global. Fuente: http://www.ciesasdocencia.mx/Sigue/ \
TV UNAM: Entre sus objetivos esta ser  un foro de las expresiones universitarias y fomentar el enlace de TV UNAM con la comunidad universitaria así como con sus facultades, escuelas y centros de investigación.\
Procurar una operación eficiente que respalde las tareas sustantivas. (Fuente: http://www.tvunam.unam.mx/?q=Misi%C3%B3n%20visi%C3%B3n%20y%20objetivos)\
Albino Álvarez: Cineasta Mexicano. Documentalista. Vive en DF (Mexico City).","La serie antropovisiones que dirige Victoria Novelo desde 1999 como producto de un proyecto experimental de difusión de la ciencia, presenta en un formato de video documental, resultados de investigaciones de los antropólogos e historiadores del CIESAS sobre problemas que afectan al México contemporáneo. Los programas están dirigidos al público interesados en conocer, en forma amena y ágil, a la vez que profunda y reflexiva, los resultados de investigaciones de alto impacto para nuestra sociedad mexicana a la vez que dan cuenta de la antripoligía y la historia que se desarrolla en CIESAS.","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-2","Patricia Coronado Nóbregas, CIESAS","Jaime Beltran ","","El CIESAS cuenta con una riqueza nacional, representada por sus cerca de 150 investigadores distribuidos en siete sedes: la más grande ubicada en la ciudad de México que, con las cinco Unidades Regionales (Golfo, Istmo, Occidente, Sureste, Peninsular y Noreste) contribuye a generar conocimiento de frontera asociado directamente con las necesidades reales desde la escala local hasta la global. Fuente: http://www.ciesasdocencia.mx/Sigue/\
\
Patricia Coronado Nóbregas egresada del CUEC con Especialidad en Producción, desde 1970 a la fecha produce tanto cine como televisión. Ha impartido clases en diversas instituciones sobre Producción: CUEC, CCC, Universidad Iberoamericana, Universidad Intercontinental, Universidad Anáhuac, EICTV, Centro de Estudios de la Comunicación, y del Instituto Ruso Mexicano de Arte, Cine y Teatro Serguei Eisenstein de la Universidad Autónoma del Estado de Puebla. Funte: http://www.cuec.unam.mx/patricia-coronado-nobregas.html","","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-3","PUBLICORP","Producción ejecutiva. Victoria Novelo","","PUBLICORP: Empresa publicitaria y de ventas.                                                                                                                             ","Victoria Novelo, mexicana por nacimiento.  Investigadora del CIESAS desde 1974. Desde junio de 2005 adscrita al Programa Peninsular en la ciudad de Mérida.  Es investigadora nacional desde 1986.       Proyectos de investigación básica en antropología social tanto individuales como colectivos, en México y en el extranjero (Portugal, Cuba) en temas de cultura popular, arte popular, formas artesanales de trabajo; antropología del trabajo y cultura obrera. (Fuente: http://www.ceas.org.mx/index.php?option=com_content&view=article&id=90:novelo-oppenheim-victoria-&catid=35:socioscurricula&Itemid=55)  ","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-4","Coproducción: CIESAS-CEUVIDETE","Producción ejecutiva: Victoria Novelo","","CEUVIDETE: El Centro Universitario de Video Didáctico y Televisión Educativa de la Universidad de Colima, se creó en enero de 1997. El 4 de marzo de este año la Rectoría expidió el acuerdo que formalizó su creación y definió sus objetivos. La tarea fundamental para esta dependencia es atender las necesidades institucionales de recuperación, uso, producción y difusión de medios y materiales audiovisuales, orientados a la modernización de las actividades docentes, la optimización de los procesos de enseñanza-aprendizaje, de socialización del conocimiento y de extensión de la cultura.","Victoria Novelo, mexicana por nacimiento.  Investigadora del CIESAS desde 1974. Desde junio de 2005 adscrita al Programa Peninsular en la ciudad de Mérida.  Es investigadora nacional desde 1986.       Proyectos de investigación básica en antropología social tanto individuales como colectivos, en México y en el extranjero (Portugal, Cuba) en temas de cultura popular, arte popular, formas artesanales de trabajo; antropología del trabajo y cultura obrera. (Fuente: http://www.ceas.org.mx/index.php?option=com_content&view=article&id=90:novelo-oppenheim-victoria-&catid=35:socioscurricula&Itemid=55)  ","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-5","Coproducción ciesas-Univeridad de Colima (CEUVIDITE)","Producción ejecutiva: Victoria Novelo","","Victoria Novelo, mexicana por nacimiento.  Investigadora del CIESAS desde 1974. Desde junio de 2005 adscrita al Programa Peninsular en la ciudad de Mérida.  Es investigadora nacional desde 1986.       Proyectos de investigación básica en antropología social tanto individuales como colectivos, en México y en el extranjero (Portugal, Cuba) en temas de cultura popular, arte popular, formas artesanales de trabajo; antropología del trabajo y cultura obrera. (Fuente: http://www.ceas.org.mx/index.php?option=com_content&view=article&id=90:novelo-oppenheim-victoria-&catid=35:socioscurricula&Itemid=55)  \
 ","Victoria Novelo, mexicana por nacimiento.  Investigadora del CIESAS desde 1974. Desde junio de 2005 adscrita al Programa Peninsular en la ciudad de Mérida.  Es investigadora nacional desde 1986.       Proyectos de investigación básica en antropología social tanto individuales como colectivos, en México y en el extranjero (Portugal, Cuba) en temas de cultura popular, arte popular, formas artesanales de trabajo; antropología del trabajo y cultura obrera. (Fuente: http://www.ceas.org.mx/index.php?option=com_content&view=article&id=90:novelo-oppenheim-victoria-&catid=35:socioscurricula&Itemid=55)  ","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-6","","","","","","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-7","Coproducción ciesas-Univeridad de Colima (CEUVIDITE)","Producción ejecutiva: Victoria Novelo","","El CIESAS cuenta con una riqueza nacional, representada por sus cerca de 150 investigadores distribuidos en siete sedes: la más grande ubicada en la ciudad de México que, con las cinco Unidades Regionales (Golfo, Istmo, Occidente, Sureste, Peninsular y Noreste) contribuye a generar conocimiento de frontera asociado directamente con las necesidades reales desde la escala local hasta la global. Fuente: http://www.ciesasdocencia.mx/Sigue/                                                                                                                                                       CEUVIDETE: El Centro Universitario de Video Didáctico y Televisión Educativa de la Universidad de Colima, se creó en enero de 1997. El 4 de marzo de este año la Rectoría expidió el acuerdo que formalizó su creación y definió sus objetivos. La tarea fundamental para esta dependencia es atender las necesidades institucionales de recuperación, uso, producción y difusión de medios y materiales audiovisuales, orientados a la modernización de las actividades docentes, la optimización de los procesos de enseñanza-aprendizaje, de socialización del conocimiento y de extensión de la cultura.","Victoria Novelo, mexicana por nacimiento.  Investigadora del CIESAS desde 1974. Desde junio de 2005 adscrita al Programa Peninsular en la ciudad de Mérida.  Es investigadora nacional desde 1986.       Proyectos de investigación básica en antropología social tanto individuales como colectivos, en México y en el extranjero (Portugal, Cuba) en temas de cultura popular, arte popular, formas artesanales de trabajo; antropología del trabajo y cultura obrera. (Fuente: http://www.ceas.org.mx/index.php?option=com_content&view=article&id=90:novelo-oppenheim-victoria-&catid=35:socioscurricula&Itemid=55)     ","Donación: Victoria Novelo","2014"
"MXIM-AV-1-13-46-8","","Juan Carlos Robles, Gorila Audiovisual","","Gorila Audiovisual: Es una productora nacida en Guadalajara a inicios de 2008, dedicado a la producción y realización de proyectos documentales y contenidos para progra,as de TV, (Fuente: http://www.gorilaudiovisual.com/) ","","",""
"MXIM-AV-1-13-46-9","CIESAS, Gorila Audiovisual","Victoria Novelo, Juan Carlos Robles","","Gorila Audiovisual: Es una productora nacida en Guadalajara a inicios de 2008, dedicado a la producción y realización de proyectos documentales y contenidos para progra,as de TV, (Fuente: http://www.gorilaudiovisual.com/) ","","",""
"MXIM-AV-1-13-47","FAPERJ y CNPq","LABHOI","","FAPERJ: Fundación Carlos Chagas Filho de Amparo à pesquisa do Estado do Río de Janeiro, El objetivo de esta cooperación bilateral es apoyar y promover proyectos conjuntos de investigación en el ámbito del Acuerdo de Cooperación Científica y Tecnológica entre la FAPERJ y la UFRO, en el periodo 2014-2016, en las formas y condiciones establecidas a seguir.","Hebe Mattos é professora titular de História do Brasil na Universidade Federal Fluminense e coordinadora do projeto Memórias do Cativeiro no Laboratório de História Oral e Imagem (www.historia.uff.br/labhoi/escravidao); é autora de livros e artigos sobre escravidão pós-abolição e co-diretora com Martha Abreu dos filmes Memórias do Cativeiro (2005) e Jongos, Calangos e Folias (2007).                                                                                                                                                                                                                                                                                                                                                Martha Abreu é professora associada do Departamento de História e do Programa de Pós-Graduação em História da Universidade Federal Fluminense. Autora de livros e artigos sobre cultura e música negra, foi coordenadora geral do projeto Jongos, Calangos e Folias. Música Negra, memória e poesia (www.historia.uff.br/jongos) e co-diretora com Hebe Mattos dos filmes Memórias do Cativeiro (2005) e Jongos, Calangos e Folias (2007)","Donación Ana Mauad","01/09/2014"
"MXIM-AV-1-13-48","Gobierno del Distrito Federal, Cimaq, Museo de los Ferrocarrileros","","","","","",""
"MXIM-AV-1-13-49","Gobierno del Distrito Federal, Arteficios Audiovisuales, Museo de los Ferrocarrileros","Jose Luis Apolinar Zavaleta ","","","","",""
"MXIM-AV-1-13-5","Consejo Nacional para Prevenir la Discriminación (CONAPRED), Canal 22","Emilio Castillo","","Canal 22.  Es una institución dependiente de la Secretaría de Educación Pública y del Consejo Nacional para la Cultura y las Artes. Fue creada en respuesta a solicitud de más de 1,200 integrantes de la comunidad cultural y artística de México para que el gobierno del país impulsara la existencia de una televisora cuyos contenidos procuraran la difusión de las principales manifestaciones del arte y la cultura y que, al mismo tiempo, permitieran el desarrollo de un nuevo lenguaje audiovisual en la producción televisiva mexicana. http://corporativo.canal22.org.mx/?seccion=6\
\
CONAPRED. El Consejo Nacional para Prevenir La Discriminación, CONAPRED, es un órgano de Estado creado por la Ley Federal para Prevenir y Eliminar la Discriminación, aprobada el 29 de abril de 2003, y publicada en el Diario Oficial de la Federación (DOF) el 11 de Junio del mismo año. El Consejo es la institución rectora para promover políticas y medidas tendientes a contribuir al desarrollo cultural y social y avanzar en la inclusión social y garantizar el derecho a la igualdad, que es el primero de los derechos fundamentales en la Constitución Federal. El CONAPRED también se encarga de recibir y resolver las reclamaciones y quejas por presuntos actos discriminatorios cometidos por particulares o por autoridades federales en el ejercicio de sus funciones. Asimismo, el CONAPRED desarrolla acciones para proteger a todos los ciudadanos y las ciudadanas de toda distinción o exclusión basada en el origen étnico o nacional, sexo, edad, discapacidad, condición social o económica, condiciones de salud, embarazo, lengua, religión, opiniones, preferencias sexuales, estado civil o cualquier otra, que impida o anule el reconocimiento o el ejercicio de los derechos y la igualdad real de oportunidades de las personas (artículo 4º Ley Federal para Prevenir la Discriminación). Esta entidad cuenta con personalidad jurídica y patrimonio propios, y está sectorizada a la Secretaría de Gobernación. Además, goza de autonomía técnica y de gestión, adopta sus decisiones con plena independencia, y no está subordinado a ninguna autoridad para sus resoluciones en los procedimientos de reclamaciones o quejas. (artículo 16 de la Ley Federal para Prevenir y Eliminar la Discriminación). http://www.conapred.org.mx/index.php?contenido=pagina&id=38&id_opcion=15&op=15","Víctor Ronquillo. Nació en la ciudad de México el 27 de agosto de 1957. Cronista, narrador y poeta. Estudió lengua y literatura hispánicas en la FFyL de la UNAM. Ha sido reportero en la sección cultural de El Nacional; jefe de información y guionista del programa televisivo “Expediente 13/22:30” de C-13; reportero de canal 40; reportero de asuntos especiales de El Universal y de Milenio Semanal; coordinador de información del programa de televisión “Punto de Partida”; colaborador del noticiero “Pulso” de Radio Educación y de Grupo Informativo Imagen, de radio. Cronista de Memoria de Papel. Colaborador de Casa del Tiempo, Diálogos, El Nacional, El Universal, Encuentro, La Orquesta, La Palabra y El Hombre Memoria de Papel, México en el Arte, Punto, Reforma, Siempre!, y Unomásuno. Becario del INBA, 1984, y del CME, 1987. Finalista de Premio Rodulfo Walsh de la Semana Negra en Gijón, España, en 1994, por La muerte viste de rosa. Finalista en dos ocasiones del Premio Salvador Novo que convocan el GDD y la UAM.  http://www.literatura.bellasartes.gob.mx/acervos/index.php/catalogo-biobibliografico/1424?showall=1","Donación","2011"
"MXIM-AV-1-13-6","Consejo Nacional para Prevenir la Discriminación (CONAPRED), Canal 22","Emilio Castillo","","Canal 22.  Es una institución dependiente de la Secretaría de Educación Pública y del Consejo Nacional para la Cultura y las Artes. Fue creada en respuesta a solicitud de más de 1,200 integrantes de la comunidad cultural y artística de México para que el gobierno del país impulsara la existencia de una televisora cuyos contenidos procuraran la difusión de las principales manifestaciones del arte y la cultura y que, al mismo tiempo, permitieran el desarrollo de un nuevo lenguaje audiovisual en la producción televisiva mexicana. http://corporativo.canal22.org.mx/?seccion=6\
\
CONAPRED. El Consejo Nacional para Prevenir La Discriminación, CONAPRED, es un órgano de Estado creado por la Ley Federal para Prevenir y Eliminar la Discriminación, aprobada el 29 de abril de 2003, y publicada en el Diario Oficial de la Federación (DOF) el 11 de Junio del mismo año. El Consejo es la institución rectora para promover políticas y medidas tendientes a contribuir al desarrollo cultural y social y avanzar en la inclusión social y garantizar el derecho a la igualdad, que es el primero de los derechos fundamentales en la Constitución Federal. El CONAPRED también se encarga de recibir y resolver las reclamaciones y quejas por presuntos actos discriminatorios cometidos por particulares o por autoridades federales en el ejercicio de sus funciones. Asimismo, el CONAPRED desarrolla acciones para proteger a todos los ciudadanos y las ciudadanas de toda distinción o exclusión basada en el origen étnico o nacional, sexo, edad, discapacidad, condición social o económica, condiciones de salud, embarazo, lengua, religión, opiniones, preferencias sexuales, estado civil o cualquier otra, que impida o anule el reconocimiento o el ejercicio de los derechos y la igualdad real de oportunidades de las personas (artículo 4º Ley Federal para Prevenir la Discriminación). Esta entidad cuenta con personalidad jurídica y patrimonio propios, y está sectorizada a la Secretaría de Gobernación. Además, goza de autonomía técnica y de gestión, adopta sus decisiones con plena independencia, y no está subordinado a ninguna autoridad para sus resoluciones en los procedimientos de reclamaciones o quejas. (artículo 16 de la Ley Federal para Prevenir y Eliminar la Discriminación). http://www.conapred.org.mx/index.php?contenido=pagina&id=38&id_opcion=15&op=15","Víctor Ronquillo. Nació en la ciudad de México el 27 de agosto de 1957. Cronista, narrador y poeta. Estudió lengua y literatura hispánicas en la FFyL de la UNAM. Ha sido reportero en la sección cultural de El Nacional; jefe de información y guionista del programa televisivo “Expediente 13/22:30” de C-13; reportero de canal 40; reportero de asuntos especiales de El Universal y de Milenio Semanal; coordinador de información del programa de televisión “Punto de Partida”; colaborador del noticiero “Pulso” de Radio Educación y de Grupo Informativo Imagen, de radio. Cronista de Memoria de Papel. Colaborador de Casa del Tiempo, Diálogos, El Nacional, El Universal, Encuentro, La Orquesta, La Palabra y El Hombre Memoria de Papel, México en el Arte, Punto, Reforma, Siempre!, y Unomásuno. Becario del INBA, 1984, y del CME, 1987. Finalista de Premio Rodulfo Walsh de la Semana Negra en Gijón, España, en 1994, por La muerte viste de rosa. Finalista en dos ocasiones del Premio Salvador Novo que convocan el GDD y la UAM.  http://www.literatura.bellasartes.gob.mx/acervos/index.php/catalogo-biobibliografico/1424?showall=1","Donación","2011"
"MXIM-AV-1-13-7","Consejo Nacional para Prevenir la Discriminación (CONAPRED), Canal 22","","","Canal 22.  Es una institución dependiente de la Secretaría de Educación Pública y del Consejo Nacional para la Cultura y las Artes. Fue creada en respuesta a solicitud de más de 1,200 integrantes de la comunidad cultural y artística de México para que el gobierno del país impulsara la existencia de una televisora cuyos contenidos procuraran la difusión de las principales manifestaciones del arte y la cultura y que, al mismo tiempo, permitieran el desarrollo de un nuevo lenguaje audiovisual en la producción televisiva mexicana. http://corporativo.canal22.org.mx/?seccion=6\
\
CONAPRED. El Consejo Nacional para Prevenir La Discriminación, CONAPRED, es un órgano de Estado creado por la Ley Federal para Prevenir y Eliminar la Discriminación, aprobada el 29 de abril de 2003, y publicada en el Diario Oficial de la Federación (DOF) el 11 de Junio del mismo año. El Consejo es la institución rectora para promover políticas y medidas tendientes a contribuir al desarrollo cultural y social y avanzar en la inclusión social y garantizar el derecho a la igualdad, que es el primero de los derechos fundamentales en la Constitución Federal. El CONAPRED también se encarga de recibir y resolver las reclamaciones y quejas por presuntos actos discriminatorios cometidos por particulares o por autoridades federales en el ejercicio de sus funciones. Asimismo, el CONAPRED desarrolla acciones para proteger a todos los ciudadanos y las ciudadanas de toda distinción o exclusión basada en el origen étnico o nacional, sexo, edad, discapacidad, condición social o económica, condiciones de salud, embarazo, lengua, religión, opiniones, preferencias sexuales, estado civil o cualquier otra, que impida o anule el reconocimiento o el ejercicio de los derechos y la igualdad real de oportunidades de las personas (artículo 4º Ley Federal para Prevenir la Discriminación). Esta entidad cuenta con personalidad jurídica y patrimonio propios, y está sectorizada a la Secretaría de Gobernación. Además, goza de autonomía técnica y de gestión, adopta sus decisiones con plena independencia, y no está subordinado a ninguna autoridad para sus resoluciones en los procedimientos de reclamaciones o quejas. (artículo 16 de la Ley Federal para Prevenir y Eliminar la Discriminación). http://www.conapred.org.mx/index.php?contenido=pagina&id=38&id_opcion=15&op=15","Víctor Ronquillo. Nació en la ciudad de México el 27 de agosto de 1957. Cronista, narrador y poeta. Estudió lengua y literatura hispánicas en la FFyL de la UNAM. Ha sido reportero en la sección cultural de El Nacional; jefe de información y guionista del programa televisivo “Expediente 13/22:30” de C-13; reportero de canal 40; reportero de asuntos especiales de El Universal y de Milenio Semanal; coordinador de información del programa de televisión “Punto de Partida”; colaborador del noticiero “Pulso” de Radio Educación y de Grupo Informativo Imagen, de radio. Cronista de Memoria de Papel. Colaborador de Casa del Tiempo, Diálogos, El Nacional, El Universal, Encuentro, La Orquesta, La Palabra y El Hombre Memoria de Papel, México en el Arte, Punto, Reforma, Siempre!, y Unomásuno. Becario del INBA, 1984, y del CME, 1987. Finalista de Premio Rodulfo Walsh de la Semana Negra en Gijón, España, en 1994, por La muerte viste de rosa. Finalista en dos ocasiones del Premio Salvador Novo que convocan el GDD y la UAM.  http://www.literatura.bellasartes.gob.mx/acervos/index.php/catalogo-biobibliografico/1424?showall=1","Donación",""
"MXIM-AV-1-13-8","Consejo Nacional para Prevenir la Discriminación (CONAPRED), Canal 22","Emilio Castillo","","Canal 22.  Es una institución dependiente de la Secretaría de Educación Pública y del Consejo Nacional para la Cultura y las Artes. Fue creada en respuesta a solicitud de más de 1,200 integrantes de la comunidad cultural y artística de México para que el gobierno del país impulsara la existencia de una televisora cuyos contenidos procuraran la difusión de las principales manifestaciones del arte y la cultura y que, al mismo tiempo, permitieran el desarrollo de un nuevo lenguaje audiovisual en la producción televisiva mexicana. http://corporativo.canal22.org.mx/?seccion=6\
\
CONAPRED. El Consejo Nacional para Prevenir La Discriminación, CONAPRED, es un órgano de Estado creado por la Ley Federal para Prevenir y Eliminar la Discriminación, aprobada el 29 de abril de 2003, y publicada en el Diario Oficial de la Federación (DOF) el 11 de Junio del mismo año. El Consejo es la institución rectora para promover políticas y medidas tendientes a contribuir al desarrollo cultural y social y avanzar en la inclusión social y garantizar el derecho a la igualdad, que es el primero de los derechos fundamentales en la Constitución Federal. El CONAPRED también se encarga de recibir y resolver las reclamaciones y quejas por presuntos actos discriminatorios cometidos por particulares o por autoridades federales en el ejercicio de sus funciones. Asimismo, el CONAPRED desarrolla acciones para proteger a todos los ciudadanos y las ciudadanas de toda distinción o exclusión basada en el origen étnico o nacional, sexo, edad, discapacidad, condición social o económica, condiciones de salud, embarazo, lengua, religión, opiniones, preferencias sexuales, estado civil o cualquier otra, que impida o anule el reconocimiento o el ejercicio de los derechos y la igualdad real de oportunidades de las personas (artículo 4º Ley Federal para Prevenir la Discriminación). Esta entidad cuenta con personalidad jurídica y patrimonio propios, y está sectorizada a la Secretaría de Gobernación. Además, goza de autonomía técnica y de gestión, adopta sus decisiones con plena independencia, y no está subordinado a ninguna autoridad para sus resoluciones en los procedimientos de reclamaciones o quejas. (artículo 16 de la Ley Federal para Prevenir y Eliminar la Discriminación). http://www.conapred.org.mx/index.php?contenido=pagina&id=38&id_opcion=15&op=15","Víctor Ronquillo. Nació en la ciudad de México el 27 de agosto de 1957. Cronista, narrador y poeta. Estudió lengua y literatura hispánicas en la FFyL de la UNAM. Ha sido reportero en la sección cultural de El Nacional; jefe de información y guionista del programa televisivo “Expediente 13/22:30” de C-13; reportero de canal 40; reportero de asuntos especiales de El Universal y de Milenio Semanal; coordinador de información del programa de televisión “Punto de Partida”; colaborador del noticiero “Pulso” de Radio Educación y de Grupo Informativo Imagen, de radio. Cronista de Memoria de Papel. Colaborador de Casa del Tiempo, Diálogos, El Nacional, El Universal, Encuentro, La Orquesta, La Palabra y El Hombre Memoria de Papel, México en el Arte, Punto, Reforma, Siempre!, y Unomásuno. Becario del INBA, 1984, y del CME, 1987. Finalista de Premio Rodulfo Walsh de la Semana Negra en Gijón, España, en 1994, por La muerte viste de rosa. Finalista en dos ocasiones del Premio Salvador Novo que convocan el GDD y la UAM.  http://www.literatura.bellasartes.gob.mx/acervos/index.php/catalogo-biobibliografico/1424?showall=1","Donación","2011"
"MXIM-AV-1-13-9","Consejo Nacional para Prevenir la Discriminación (CONAPRED), Canal 22","Emilio Castillo","","Canal 22.  Es una institución dependiente de la Secretaría de Educación Pública y del Consejo Nacional para la Cultura y las Artes. Fue creada en respuesta a solicitud de más de 1,200 integrantes de la comunidad cultural y artística de México para que el gobierno del país impulsara la existencia de una televisora cuyos contenidos procuraran la difusión de las principales manifestaciones del arte y la cultura y que, al mismo tiempo, permitieran el desarrollo de un nuevo lenguaje audiovisual en la producción televisiva mexicana. http://corporativo.canal22.org.mx/?seccion=6\
\
CONAPRED. El Consejo Nacional para Prevenir La Discriminación, CONAPRED, es un órgano de Estado creado por la Ley Federal para Prevenir y Eliminar la Discriminación, aprobada el 29 de abril de 2003, y publicada en el Diario Oficial de la Federación (DOF) el 11 de Junio del mismo año. El Consejo es la institución rectora para promover políticas y medidas tendientes a contribuir al desarrollo cultural y social y avanzar en la inclusión social y garantizar el derecho a la igualdad, que es el primero de los derechos fundamentales en la Constitución Federal. El CONAPRED también se encarga de recibir y resolver las reclamaciones y quejas por presuntos actos discriminatorios cometidos por particulares o por autoridades federales en el ejercicio de sus funciones. Asimismo, el CONAPRED desarrolla acciones para proteger a todos los ciudadanos y las ciudadanas de toda distinción o exclusión basada en el origen étnico o nacional, sexo, edad, discapacidad, condición social o económica, condiciones de salud, embarazo, lengua, religión, opiniones, preferencias sexuales, estado civil o cualquier otra, que impida o anule el reconocimiento o el ejercicio de los derechos y la igualdad real de oportunidades de las personas (artículo 4º Ley Federal para Prevenir la Discriminación). Esta entidad cuenta con personalidad jurídica y patrimonio propios, y está sectorizada a la Secretaría de Gobernación. Además, goza de autonomía técnica y de gestión, adopta sus decisiones con plena independencia, y no está subordinado a ninguna autoridad para sus resoluciones en los procedimientos de reclamaciones o quejas. (artículo 16 de la Ley Federal para Prevenir y Eliminar la Discriminación). http://www.conapred.org.mx/index.php?contenido=pagina&id=38&id_opcion=15&op=15","Víctor Ronquillo. Nació en la ciudad de México el 27 de agosto de 1957. Cronista, narrador y poeta. Estudió lengua y literatura hispánicas en la FFyL de la UNAM. Ha sido reportero en la sección cultural de El Nacional; jefe de información y guionista del programa televisivo “Expediente 13/22:30” de C-13; reportero de canal 40; reportero de asuntos especiales de El Universal y de Milenio Semanal; coordinador de información del programa de televisión “Punto de Partida”; colaborador del noticiero “Pulso” de Radio Educación y de Grupo Informativo Imagen, de radio. Cronista de Memoria de Papel. Colaborador de Casa del Tiempo, Diálogos, El Nacional, El Universal, Encuentro, La Orquesta, La Palabra y El Hombre Memoria de Papel, México en el Arte, Punto, Reforma, Siempre!, y Unomásuno. Becario del INBA, 1984, y del CME, 1987. Finalista de Premio Rodulfo Walsh de la Semana Negra en Gijón, España, en 1994, por La muerte viste de rosa. Finalista en dos ocasiones del Premio Salvador Novo que convocan el GDD y la UAM.  http://www.literatura.bellasartes.gob.mx/acervos/index.php/catalogo-biobibliografico/1424?showall=1","Donación","2011"
