"codigo_de_referencia","condiciones_de_acceso","existencia_y_localizacion_de_originales","idioma_original","doblajes_disponibles","subtitulajes","soporte","numero_copias","descripcion_fisica","color","audio","sistema_de_grabacion","region_dvd","requisitos_tecnicos"
"MXIM-AV-1-11-143","Usos reservados para consulta in situ","","Inglés","","","","2 vhs / 1 dvd","copia","","","NTSC","",""
"MXIM-AV-1-11-144","Usos reservados para consulta in situ","","Húngaro","","Francés","VHS","2 vhs","copias","Blanco y negro","Monoaural","NTSC","",""
"MXIM-AV-1-11-145","Usos reservados para consulta in situ","","Inglés","","","","","","Color","","","",""
"MXIM-AV-1-11-146","Usos reservados para consulta in situ","","Francés, húngaro","","Inglés","VHS, DVD","2 vhs / 1 dvd","copias","Color, blanco y negro","","","","Reproductor VHS, DVD y monitor"
"MXIM-AV-1-11-147","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-148","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-149","Usos reservados para consulta in situ","","","","","DVD","2 dvd","copia de producción","Color, Blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-150","Usos reservados para consulta in situ","","Español, idish, ruso","","Español","VHS","1 vhs / 1 dvd","copias","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-151","Usos reservados para consulta in situ","","Español","","","VHS","2 dvd","copia de producción / copia","Color, Blanco y negro","","NTSC","Región 4","Reproductor VHS y monitor"
"MXIM-AV-1-11-152","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","copia de producción","Color, Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-153","Usos reservados para consulta in situ","","Español","","","VHS","2 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-154","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-155","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","copia de producción","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-156","Usos reservados para consulta in situ","","Español","","Inglés","VHS","1 vhs / 2 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-157","Usos reservados para consulta in situ","","Español","","Español","DVD","1 dvd","copia","Blanco y negro, negativo","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-158","Usos reservados para consulta in situ","","Portugués","","Inglés","DVD","","","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-159","Usos reservados para consulta in situ","","Español","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-11-160","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","copia de producción","Color, Blanco y negro","","","","Reproductor VHS y monitor"
"MXIM-AV-1-11-161","Usos reservados para consulta in situ","","Español, inglés","","","DVD","1 dvd","copia de producción","Color, Blanco y negro","Digital surround","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-11-162","Usos reservados para consulta in situ","","Español, inglés","","Inglés, español, portugués","DVD","1 dvd","copia de producción","Color, Blanco y negro","Dolby digital","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-11-163","Usos reservados para consulta in situ","","Español","","","DVD","","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-11-164","Usos reservados para consulta in situ","","(musicalizada)","","","DVD","","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-11-165","Usos reservados para consulta in situ","","Español, inglés","","","DVD","1 dvd","copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-166","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","copia de producción","Blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-167","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","copia de producción","Blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-168","Usos reservados para consulta in situ","","Español, inglés","","Español","DVD","1 dvd","copia de producción","Blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-169","Usos reservados para consulta in situ","","Español, inglés","","Español","DVD","1 dvd","copia de producción","Color, Blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-170","Usos reservados para consulta in situ","","Inglés, Khmer (idioma oficial Cambodia)","","inglés","DVD","1 dvd","copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-171","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-172","Usos reservados para consulta in situ","","Títulos en armenio","","Portugués","DVD","","","Blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-173","Usos reservados para consulta in situ","","Títulos en armenio","","Portugués","DVD","","","Blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-174","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-175","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-176","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-177","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-178","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-179","Usos reservados para consulta in situ","","Alemán","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-180","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-181","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-182","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-183","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-184","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-185","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-186","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-187","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-188","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-11-189","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","copia","Color, Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-190","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","copia","Color, Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-191","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","copia","Color, Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-192","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-193","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-194","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-195","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-196","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-197","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-198","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-199","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-200","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-201","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-202","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-203","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-204","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-205","Usos reservados para consulta in situ","","Español","","","DVD","1 vhs / 1 dvd","copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-11-206","Usos reservados para consulta in situ","","","","","VHS","1 vhs","copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-207","Usos reservados para consulta in situ","","","","","VHS","1 vhs","copia de producción","Color, Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-11-208","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-209","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","copia","color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-210","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","copia","Color, sepia","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-211","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-212","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-213","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-214","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-215","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-216","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-11-217","Usos reservados para consulta in situ","","","","","DVD","1 dvd","copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-1","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-2","Usos reservados para consulta in situ","","Español, inglés, sefardí","","Inglés","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-3","Usos reservados para consulta in situ","","Portugués","","Español, dialectos guaraníes","VHS","1 vhs","Copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-4","Usos reservados para consulta in situ","","Muda","","","DVD","1 dvd","Copia","Blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-5","Usos reservados para consulta in situ","","Español, inglés","","Inglés","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-6","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","Dolby Digital 2.0","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-7","Usos reservados para consulta in situ","","Español","","","","","","Color","","NTSC","",""
"MXIM-AV-1-12-8","Usos reservados para consulta in situ","","Español","","","","1 dvd","Copia de producción","Color","","","",""
"MXIM-AV-1-12-9","Usos reservados para consulta in situ","","Italiano","","","","1 vhs / 1 dvd","Copia","Color","","NTSC","",""
"MXIM-AV-1-12-10","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","","",""
"MXIM-AV-1-12-11","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-12","Usos reservados para consulta in situ","","Hasaní, español","","Español","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-13","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","Copia","Color","Dolby","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-14","Usos reservados para consulta in situ","","Español","","","DVD","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-15","Usos reservados para consulta in situ","","Español","","","","1 vhs / 1 dvd","Copia","Color","","","",""
"MXIM-AV-1-12-16","Usos reservados para consulta in situ","","Español, nahua","","Español","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-17","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 4","Reproductor VHS y monitor"
"MXIM-AV-1-12-18","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-19","Usos reservados para consulta in situ","","Español","","","","2 vhs / 1 dvd","1 vhs copia de producción / 1 vhs y 1 dvd copia","Color","","","",""
"MXIM-AV-1-12-20","Usos reservados para consulta in situ","","Español","Portugués","","DVD","1 dvd","Copia","Color","","PAL","","Reproductor VHS y monitor"
"MXIM-AV-1-12-21","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia de producción","","","NTSC","",""
"MXIM-AV-1-12-22","Usos reservados para consulta in situ","","Español, inglés","","Español","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-23","Usos reservados para consulta in situ","","Español","","","VHS","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 4","Reproductor VHS y monitor"
"MXIM-AV-1-12-24","Usos reservados para consulta in situ","","Francés,alemán, inglés, italiano,español","","","VHS","1 vhs","Copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-25","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-26","Usos reservados para consulta in situ","","Español","","","VHS","","","Color, blanco y negro","","NTSC","Región 4","Reproductor VHS y monitor"
"MXIM-AV-1-12-27","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia","Color","","","",""
"MXIM-AV-1-12-28","Usos reservados para consulta in situ","","Portugués","","Castellano, francés, inglés","DVD","1 dvd","Copia de producción","Color","","PAL 4:3","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-29","Usos reservados para consulta in situ","","","","","DVD","1 vhs","Copia","Color","Stéreo","PAL","Región 9","Reproductor VHS y monitor de TV"
"MXIM-AV-1-12-30","Usos reservados para consulta in situ","","Inglés","","Español","DVD","2 dvd","Copia de producción / Copia","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-31","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","Audio Stéreo","NTSC","Región 4","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-32","Usos reservados para consulta in situ","","","","","","1 dvd","Copia","","","","",""
"MXIM-AV-1-12-33","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-34","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-35","Usos reservados para consulta in situ","","Portugués","","Español","DVD","1 dvd","Copia","","","","",""
"MXIM-AV-1-12-36","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-37","Usos reservados para consulta in situ","","Español, árabe","","Francés, Inglés, Español","DVD","1 dvd","Copia","Color","Dolby Digital","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-38","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-39","Usos reservados para consulta in situ","","","","","","1 vhs","Copia de producción","","","","",""
"MXIM-AV-1-12-40","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 0","Reproductor DVD y monitor"
"MXIM-AV-1-12-41","Usos reservados para consulta in situ","","Catalán","","","DVD","2 dvd","Copia","Color, blanco y negro, blanco y negro virado a naranja, azul, sepia, morado, verde","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-42","Usos reservados para consulta in situ","","Árabe, hebreo","","Español","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-43","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-44","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia de producción","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-45","Usos reservados para consulta in situ","","Español","","","","1 dvd","Copia de producción","Color","","","",""
"MXIM-AV-1-12-46","Usos reservados para consulta in situ","","Español","","","VHS / DVD","1 vhs / 1 dvd","Copias","Color, blanco y negro","","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-47","Usos reservados para consulta in situ","","Español, inglés","","Español","VHS","1 vhs","Copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-48","Usos reservados para consulta in situ","","Zapoteco, español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-49","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-50","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-51","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia","","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-52","Usos reservados para consulta in situ","","","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-53","Usos reservados para consulta in situ","","Español","","Inglés, francés","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-54","Usos reservados para consulta in situ","","Español","","","CD-ROM","1 cd-rom","Copia de producción","Color, blanco y negro","","","","Computadora: Necesita instalarse en la computadora"
"MXIM-AV-1-12-55","Usos reservados para consulta in situ","","","","","VHS / DVD","1 vhs / 1 dvd","Copia","Blanco y negro","Sin sonido","NTSC","","Reproductor VHS / DVD y monitor"
"MXIM-AV-1-12-55-3","Usos reservados para consulta in situ","","","","","VHS / DVD","1 vhs / 1 dvd","Copia","Blanco y negro","Sin sonido","NTSC","","Reproductor VHS / DVD y monitor"
"MXIM-AV-1-12-56","Usos reservados para consulta in situ","","","","","","1 dvd","Copia","","","","",""
"MXIM-AV-1-12-57","Usos reservados para consulta in situ","","Inglés","","","VHS","1 vhs","Copia","Blanco y negro","Dolby sorround","NTSC","",""
"MXIM-AV-1-12-58","Usos reservados para consulta in situ","","Inglés","Español","Español","DVD","2 dvd","Copia de producción / Copia","Color","Stéreo 2.0 y 5.1","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-59","Usos reservados para consulta in situ","","Español, inglés","","Inglés, español","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-60","Usos reservados para consulta in situ","","Inglés","","Español","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-61","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby digital 5.1","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-62","Usos reservados para consulta in situ","","Español, inglés","","","DVD","2 dvd","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-63","Usos reservados para consulta in situ","","Español","","","DVD","1 vhs","Copia de producción","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-64","Usos reservados para consulta in situ","","Español, inglés","","Español","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-65","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-66","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-67","Usos reservados para consulta in situ","","Español, francés","","Inglés, español","DVD","1 dvd","Copia","color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-68","Usos reservados para consulta in situ","","Portugués, francés","","Español","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-69","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-70","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-71","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-72","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-73","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-74","Usos reservados para consulta in situ","","Español","","","VHS","2 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-75","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-76","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-77","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-78","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia de producción","","","","",""
"MXIM-AV-1-12-79","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-80","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-81","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","Super 8","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-82","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-83","Usos reservados para consulta in situ","","Español","","","VHS","2 vhs","Copias de produccón","Color, blanco y negro","","NTSC","multiregión","Reproductor VHS y monitor"
"MXIM-AV-1-12-84","Usos reservados para consulta in situ","","Quiché, español, francés","","Español","VHS","1 vhs / 1 dvd","Copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-85","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-86","Usos reservados para consulta in situ","","Español","","","VHS, DVD","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS/DVD y monitor"
"MXIM-AV-1-12-87","Usos reservados para consulta in situ","","Español","","","VHS/ DVD","1 vhs / 1 dvd","Copias","Color, blanco y negro","Stéreo","NTSC","región 4","Reproductor VHS/DVD y monitor"
"MXIM-AV-1-12-88","Usos reservados para consulta in situ","","Español","","Inglés, español, portugués","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby digital","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-89","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Digital surround","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-90","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Digital surround","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-91","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Digital surround","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-92","Usos reservados para consulta in situ","","Español, inglés","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","Digital surround","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-93","Usos reservados para consulta in situ","","Español, inglés","","Inglés, español, portugués","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby digital","NTSC","región 4","Reproductor DVD y monitor"
